order_code,plan_code,plan_line_number,item_code,bom_code,bom_version_number,target_quantity,unit_code,planned_starts_on,planned_ends_on,production_line_name,status,notes
production_order_2026_00408,plan_2026_0204,2,fg_0008,bom_fg_0008,1,9759,piece,2026-06-13,2026-06-15,Dây chuyền 12,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00409,plan_2026_0205,1,fg_0009,bom_fg_0009,1,9896,piece,2026-07-13,2026-07-15,Dây chuyền 01,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00410,plan_2026_0205,2,fg_0010,bom_fg_0010,1,2033,piece,2026-07-14,2026-07-16,Dây chuyền 02,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00411,plan_2026_0206,1,fg_0011,bom_fg_0011,1,2170,piece,2026-08-18,2026-08-20,Dây chuyền 03,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00412,plan_2026_0206,2,fg_0012,bom_fg_0012,1,2307,piece,2026-08-19,2026-08-21,Dây chuyền 04,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00413,plan_2026_0207,1,fg_0013,bom_fg_0013,1,2444,piece,2026-09-19,2026-09-21,Dây chuyền 05,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00414,plan_2026_0207,2,fg_0014,bom_fg_0014,1,2581,piece,2026-09-20,2026-09-22,Dây chuyền 06,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00415,plan_2026_0208,1,fg_0015,bom_fg_0015,1,2718,piece,2026-01-04,2026-01-06,Dây chuyền 07,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00416,plan_2026_0208,2,fg_0016,bom_fg_0016,1,2855,piece,2026-01-05,2026-01-07,Dây chuyền 08,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00417,plan_2026_0209,1,fg_0017,bom_fg_0017,1,2992,piece,2026-02-05,2026-02-07,Dây chuyền 09,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00418,plan_2026_0209,2,fg_0018,bom_fg_0018,1,3129,piece,2026-02-06,2026-02-08,Dây chuyền 10,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00419,plan_2026_0210,1,fg_0019,bom_fg_0019,1,3266,piece,2026-03-10,2026-03-12,Dây chuyền 11,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00420,plan_2026_0210,2,fg_0020,bom_fg_0020,1,3403,piece,2026-03-11,2026-03-13,Dây chuyền 12,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00421,plan_2026_0211,1,fg_0021,bom_fg_0021,1,3540,piece,2026-04-11,2026-04-13,Dây chuyền 01,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00422,plan_2026_0211,2,fg_0022,bom_fg_0022,1,3677,piece,2026-04-12,2026-04-14,Dây chuyền 02,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00423,plan_2026_0212,1,fg_0023,bom_fg_0023,1,3814,piece,2026-05-16,2026-05-18,Dây chuyền 03,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00424,plan_2026_0212,2,fg_0024,bom_fg_0024,1,3951,piece,2026-05-17,2026-05-19,Dây chuyền 04,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00425,plan_2026_0213,1,fg_0025,bom_fg_0025,1,4088,piece,2026-06-17,2026-06-19,Dây chuyền 05,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00426,plan_2026_0213,2,fg_0026,bom_fg_0026,1,4225,piece,2026-06-18,2026-06-20,Dây chuyền 06,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00427,plan_2026_0214,1,fg_0027,bom_fg_0027,1,4362,piece,2026-07-22,2026-07-24,Dây chuyền 07,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00428,plan_2026_0214,2,fg_0028,bom_fg_0028,1,4499,piece,2026-07-23,2026-07-25,Dây chuyền 08,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00429,plan_2026_0215,1,fg_0029,bom_fg_0029,1,4636,piece,2026-08-03,2026-08-05,Dây chuyền 09,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00430,plan_2026_0215,2,fg_0030,bom_fg_0030,1,4773,piece,2026-08-04,2026-08-06,Dây chuyền 10,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00431,plan_2026_0216,1,fg_0031,bom_fg_0031,1,4910,piece,2026-09-08,2026-09-10,Dây chuyền 11,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00432,plan_2026_0216,2,fg_0032,bom_fg_0032,1,5047,piece,2026-09-09,2026-09-11,Dây chuyền 12,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00433,plan_2026_0217,1,fg_0033,bom_fg_0033,1,5184,piece,2026-01-09,2026-01-11,Dây chuyền 01,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00434,plan_2026_0217,2,fg_0034,bom_fg_0034,1,5321,piece,2026-01-10,2026-01-12,Dây chuyền 02,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00435,plan_2026_0218,1,fg_0035,bom_fg_0035,1,5458,piece,2026-02-14,2026-02-16,Dây chuyền 03,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00436,plan_2026_0218,2,fg_0036,bom_fg_0036,1,5595,piece,2026-02-15,2026-02-17,Dây chuyền 04,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00437,plan_2026_0219,1,fg_0037,bom_fg_0037,1,5732,piece,2026-03-15,2026-03-17,Dây chuyền 05,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00438,plan_2026_0219,2,fg_0038,bom_fg_0038,1,5869,piece,2026-03-16,2026-03-18,Dây chuyền 06,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00439,plan_2026_0220,1,fg_0039,bom_fg_0039,1,6006,piece,2026-04-20,2026-04-22,Dây chuyền 07,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00440,plan_2026_0220,2,fg_0040,bom_fg_0040,1,6143,piece,2026-04-21,2026-04-23,Dây chuyền 08,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00441,plan_2026_0221,1,fg_0041,bom_fg_0041,1,6280,piece,2026-05-01,2026-05-03,Dây chuyền 09,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00442,plan_2026_0221,2,fg_0042,bom_fg_0042,1,6417,piece,2026-05-02,2026-05-04,Dây chuyền 10,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00443,plan_2026_0222,1,fg_0043,bom_fg_0043,1,6554,piece,2026-06-06,2026-06-08,Dây chuyền 11,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00444,plan_2026_0222,2,fg_0044,bom_fg_0044,1,6691,piece,2026-06-07,2026-06-09,Dây chuyền 12,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00445,plan_2026_0223,1,fg_0045,bom_fg_0045,1,6828,piece,2026-07-07,2026-07-09,Dây chuyền 01,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00446,plan_2026_0223,2,fg_0046,bom_fg_0046,1,6965,piece,2026-07-08,2026-07-10,Dây chuyền 02,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00447,plan_2026_0224,1,fg_0047,bom_fg_0047,1,7102,piece,2026-08-12,2026-08-14,Dây chuyền 03,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00448,plan_2026_0224,2,fg_0048,bom_fg_0048,1,7239,piece,2026-08-13,2026-08-15,Dây chuyền 04,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00449,plan_2026_0225,1,fg_0049,bom_fg_0049,1,7376,piece,2026-09-13,2026-09-15,Dây chuyền 05,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00450,plan_2026_0225,2,fg_0050,bom_fg_0050,1,7513,piece,2026-09-14,2026-09-16,Dây chuyền 06,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00451,plan_2026_0226,1,fg_0051,bom_fg_0051,1,7650,piece,2026-01-18,2026-01-20,Dây chuyền 07,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00452,plan_2026_0226,2,fg_0052,bom_fg_0052,1,7787,piece,2026-01-19,2026-01-21,Dây chuyền 08,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00453,plan_2026_0227,1,fg_0053,bom_fg_0053,1,7924,piece,2026-02-19,2026-02-21,Dây chuyền 09,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00454,plan_2026_0227,2,fg_0054,bom_fg_0054,1,8061,piece,2026-02-20,2026-02-22,Dây chuyền 10,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00455,plan_2026_0228,1,fg_0055,bom_fg_0055,1,8198,piece,2026-03-04,2026-03-06,Dây chuyền 11,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00456,plan_2026_0228,2,fg_0056,bom_fg_0056,1,8335,piece,2026-03-05,2026-03-07,Dây chuyền 12,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00457,plan_2026_0229,1,fg_0057,bom_fg_0057,1,8472,piece,2026-04-05,2026-04-07,Dây chuyền 01,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00458,plan_2026_0229,2,fg_0058,bom_fg_0058,1,8609,piece,2026-04-06,2026-04-08,Dây chuyền 02,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00459,plan_2026_0230,1,fg_0059,bom_fg_0059,1,8746,piece,2026-05-10,2026-05-12,Dây chuyền 03,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00460,plan_2026_0230,2,fg_0060,bom_fg_0060,1,8883,piece,2026-05-11,2026-05-13,Dây chuyền 04,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00461,plan_2026_0231,1,fg_0061,bom_fg_0061,1,9020,piece,2026-06-11,2026-06-13,Dây chuyền 05,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00462,plan_2026_0231,2,fg_0062,bom_fg_0062,1,9157,piece,2026-06-12,2026-06-14,Dây chuyền 06,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00463,plan_2026_0232,1,fg_0063,bom_fg_0063,1,9294,piece,2026-07-16,2026-07-18,Dây chuyền 07,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00464,plan_2026_0232,2,fg_0064,bom_fg_0064,1,9431,piece,2026-07-17,2026-07-19,Dây chuyền 08,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00465,plan_2026_0233,1,fg_0065,bom_fg_0065,1,9568,piece,2026-08-17,2026-08-19,Dây chuyền 09,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00466,plan_2026_0233,2,fg_0066,bom_fg_0066,1,9705,piece,2026-08-18,2026-08-20,Dây chuyền 10,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00467,plan_2026_0234,1,fg_0067,bom_fg_0067,1,9842,piece,2026-09-22,2026-09-24,Dây chuyền 11,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00468,plan_2026_0234,2,fg_0068,bom_fg_0068,1,9979,piece,2026-09-23,2026-09-25,Dây chuyền 12,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00469,plan_2026_0235,1,fg_0069,bom_fg_0069,1,2116,piece,2026-01-03,2026-01-05,Dây chuyền 01,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00470,plan_2026_0235,2,fg_0070,bom_fg_0070,1,2253,piece,2026-01-04,2026-01-06,Dây chuyền 02,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00471,plan_2026_0236,1,fg_0071,bom_fg_0071,1,2390,piece,2026-02-08,2026-02-10,Dây chuyền 03,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00472,plan_2026_0236,2,fg_0072,bom_fg_0072,1,2527,piece,2026-02-09,2026-02-11,Dây chuyền 04,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00473,plan_2026_0237,1,fg_0073,bom_fg_0073,1,2664,piece,2026-03-09,2026-03-11,Dây chuyền 05,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00474,plan_2026_0237,2,fg_0074,bom_fg_0074,1,2801,piece,2026-03-10,2026-03-12,Dây chuyền 06,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00475,plan_2026_0238,1,fg_0075,bom_fg_0075,1,2938,piece,2026-04-14,2026-04-16,Dây chuyền 07,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00476,plan_2026_0238,2,fg_0076,bom_fg_0076,1,3075,piece,2026-04-15,2026-04-17,Dây chuyền 08,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00477,plan_2026_0239,1,fg_0077,bom_fg_0077,1,3212,piece,2026-05-15,2026-05-17,Dây chuyền 09,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00478,plan_2026_0239,2,fg_0078,bom_fg_0078,1,3349,piece,2026-05-16,2026-05-18,Dây chuyền 10,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00479,plan_2026_0240,1,fg_0079,bom_fg_0079,1,3486,piece,2026-06-20,2026-06-22,Dây chuyền 11,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00480,plan_2026_0240,2,fg_0080,bom_fg_0080,1,3623,piece,2026-06-21,2026-06-23,Dây chuyền 12,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00481,plan_2026_0241,1,fg_0081,bom_fg_0081,1,3760,piece,2026-07-01,2026-07-03,Dây chuyền 01,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00482,plan_2026_0241,2,fg_0082,bom_fg_0082,1,3897,piece,2026-07-02,2026-07-04,Dây chuyền 02,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00483,plan_2026_0242,1,fg_0083,bom_fg_0083,1,4034,piece,2026-08-06,2026-08-08,Dây chuyền 03,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00484,plan_2026_0242,2,fg_0084,bom_fg_0084,1,4171,piece,2026-08-07,2026-08-09,Dây chuyền 04,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00485,plan_2026_0243,1,fg_0085,bom_fg_0085,1,4308,piece,2026-09-07,2026-09-09,Dây chuyền 05,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00486,plan_2026_0243,2,fg_0086,bom_fg_0086,1,4445,piece,2026-09-08,2026-09-10,Dây chuyền 06,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00487,plan_2026_0244,1,fg_0087,bom_fg_0087,1,4582,piece,2026-01-12,2026-01-14,Dây chuyền 07,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00488,plan_2026_0244,2,fg_0088,bom_fg_0088,1,4719,piece,2026-01-13,2026-01-15,Dây chuyền 08,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00489,plan_2026_0245,1,fg_0089,bom_fg_0089,1,4856,piece,2026-02-13,2026-02-15,Dây chuyền 09,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00490,plan_2026_0245,2,fg_0090,bom_fg_0090,1,4993,piece,2026-02-14,2026-02-16,Dây chuyền 10,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00491,plan_2026_0246,1,fg_0091,bom_fg_0091,1,5130,piece,2026-03-18,2026-03-20,Dây chuyền 11,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00492,plan_2026_0246,2,fg_0092,bom_fg_0092,1,5267,piece,2026-03-19,2026-03-21,Dây chuyền 12,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00493,plan_2026_0247,1,fg_0093,bom_fg_0093,1,5404,piece,2026-04-19,2026-04-21,Dây chuyền 01,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00494,plan_2026_0247,2,fg_0094,bom_fg_0094,1,5541,piece,2026-04-20,2026-04-22,Dây chuyền 02,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00495,plan_2026_0248,1,fg_0095,bom_fg_0095,1,5678,piece,2026-05-04,2026-05-06,Dây chuyền 03,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00496,plan_2026_0248,2,fg_0096,bom_fg_0096,1,5815,piece,2026-05-05,2026-05-07,Dây chuyền 04,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00497,plan_2026_0249,1,fg_0097,bom_fg_0097,1,5952,piece,2026-06-05,2026-06-07,Dây chuyền 05,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00498,plan_2026_0249,2,fg_0098,bom_fg_0098,1,6089,piece,2026-06-06,2026-06-08,Dây chuyền 06,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00499,plan_2026_0250,1,fg_0099,bom_fg_0099,1,6226,piece,2026-07-10,2026-07-12,Dây chuyền 07,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00500,plan_2026_0250,2,fg_0100,bom_fg_0100,1,6363,piece,2026-07-11,2026-07-13,Dây chuyền 08,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00501,plan_2026_0001,1,fg_0001,bom_fg_0001,1,6500,piece,2026-01-01,2026-01-03,Dây chuyền 09,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00502,plan_2026_0001,2,fg_0002,bom_fg_0002,1,6637,piece,2026-01-02,2026-01-04,Dây chuyền 10,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00503,plan_2026_0002,1,fg_0003,bom_fg_0003,1,6774,piece,2026-02-06,2026-02-08,Dây chuyền 11,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00504,plan_2026_0002,2,fg_0004,bom_fg_0004,1,6911,piece,2026-02-07,2026-02-09,Dây chuyền 12,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00505,plan_2026_0003,1,fg_0005,bom_fg_0005,1,7048,piece,2026-03-07,2026-03-09,Dây chuyền 01,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00506,plan_2026_0003,2,fg_0006,bom_fg_0006,1,7185,piece,2026-03-08,2026-03-10,Dây chuyền 02,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00507,plan_2026_0004,1,fg_0007,bom_fg_0007,1,7322,piece,2026-04-12,2026-04-14,Dây chuyền 03,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00508,plan_2026_0004,2,fg_0008,bom_fg_0008,1,7459,piece,2026-04-13,2026-04-15,Dây chuyền 04,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00509,plan_2026_0005,1,fg_0009,bom_fg_0009,1,7596,piece,2026-05-13,2026-05-15,Dây chuyền 05,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00510,plan_2026_0005,2,fg_0010,bom_fg_0010,1,7733,piece,2026-05-14,2026-05-16,Dây chuyền 06,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00511,plan_2026_0006,1,fg_0011,bom_fg_0011,1,7870,piece,2026-06-18,2026-06-20,Dây chuyền 07,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00512,plan_2026_0006,2,fg_0012,bom_fg_0012,1,8007,piece,2026-06-19,2026-06-21,Dây chuyền 08,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00513,plan_2026_0007,1,fg_0013,bom_fg_0013,1,8144,piece,2026-07-19,2026-07-21,Dây chuyền 09,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00514,plan_2026_0007,2,fg_0014,bom_fg_0014,1,8281,piece,2026-07-20,2026-07-22,Dây chuyền 10,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00515,plan_2026_0008,1,fg_0015,bom_fg_0015,1,8418,piece,2026-08-04,2026-08-06,Dây chuyền 11,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00516,plan_2026_0008,2,fg_0016,bom_fg_0016,1,8555,piece,2026-08-05,2026-08-07,Dây chuyền 12,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00517,plan_2026_0009,1,fg_0017,bom_fg_0017,1,8692,piece,2026-09-05,2026-09-07,Dây chuyền 01,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00518,plan_2026_0009,2,fg_0018,bom_fg_0018,1,8829,piece,2026-09-06,2026-09-08,Dây chuyền 02,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00519,plan_2026_0010,1,fg_0019,bom_fg_0019,1,8966,piece,2026-01-10,2026-01-12,Dây chuyền 03,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00520,plan_2026_0010,2,fg_0020,bom_fg_0020,1,9103,piece,2026-01-11,2026-01-13,Dây chuyền 04,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00521,plan_2026_0011,1,fg_0021,bom_fg_0021,1,9240,piece,2026-02-11,2026-02-13,Dây chuyền 05,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00522,plan_2026_0011,2,fg_0022,bom_fg_0022,1,9377,piece,2026-02-12,2026-02-14,Dây chuyền 06,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00523,plan_2026_0012,1,fg_0023,bom_fg_0023,1,9514,piece,2026-03-16,2026-03-18,Dây chuyền 07,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00524,plan_2026_0012,2,fg_0024,bom_fg_0024,1,9651,piece,2026-03-17,2026-03-19,Dây chuyền 08,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00525,plan_2026_0013,1,fg_0025,bom_fg_0025,1,9788,piece,2026-04-17,2026-04-19,Dây chuyền 09,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00526,plan_2026_0013,2,fg_0026,bom_fg_0026,1,9925,piece,2026-04-18,2026-04-20,Dây chuyền 10,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00527,plan_2026_0014,1,fg_0027,bom_fg_0027,1,2062,piece,2026-05-22,2026-05-24,Dây chuyền 11,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00528,plan_2026_0014,2,fg_0028,bom_fg_0028,1,2199,piece,2026-05-23,2026-05-25,Dây chuyền 12,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00529,plan_2026_0015,1,fg_0029,bom_fg_0029,1,2336,piece,2026-06-03,2026-06-05,Dây chuyền 01,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00530,plan_2026_0015,2,fg_0030,bom_fg_0030,1,2473,piece,2026-06-04,2026-06-06,Dây chuyền 02,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00531,plan_2026_0016,1,fg_0031,bom_fg_0031,1,2610,piece,2026-07-08,2026-07-10,Dây chuyền 03,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00532,plan_2026_0016,2,fg_0032,bom_fg_0032,1,2747,piece,2026-07-09,2026-07-11,Dây chuyền 04,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00533,plan_2026_0017,1,fg_0033,bom_fg_0033,1,2884,piece,2026-08-09,2026-08-11,Dây chuyền 05,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00534,plan_2026_0017,2,fg_0034,bom_fg_0034,1,3021,piece,2026-08-10,2026-08-12,Dây chuyền 06,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00535,plan_2026_0018,1,fg_0035,bom_fg_0035,1,3158,piece,2026-09-14,2026-09-16,Dây chuyền 07,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00536,plan_2026_0018,2,fg_0036,bom_fg_0036,1,3295,piece,2026-09-15,2026-09-17,Dây chuyền 08,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00537,plan_2026_0019,1,fg_0037,bom_fg_0037,1,3432,piece,2026-01-15,2026-01-17,Dây chuyền 09,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00538,plan_2026_0019,2,fg_0038,bom_fg_0038,1,3569,piece,2026-01-16,2026-01-18,Dây chuyền 10,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00539,plan_2026_0020,1,fg_0039,bom_fg_0039,1,3706,piece,2026-02-20,2026-02-22,Dây chuyền 11,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00540,plan_2026_0020,2,fg_0040,bom_fg_0040,1,3843,piece,2026-02-21,2026-02-23,Dây chuyền 12,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00541,plan_2026_0021,1,fg_0041,bom_fg_0041,1,3980,piece,2026-03-01,2026-03-03,Dây chuyền 01,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00542,plan_2026_0021,2,fg_0042,bom_fg_0042,1,4117,piece,2026-03-02,2026-03-04,Dây chuyền 02,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00543,plan_2026_0022,1,fg_0043,bom_fg_0043,1,4254,piece,2026-04-06,2026-04-08,Dây chuyền 03,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
