bom_line_code,bom_code,version_number,line_number,material_item_code,unit_code,quantity_per_base,scrap_percent,notes
bom_fg_0115_line_03,bom_fg_0115,1,3,rm_0295,kg,170,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0115_line_04,bom_fg_0115,1,4,rm_0002,kg,199,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0115_line_05,bom_fg_0115,1,5,rm_0019,kg,228,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0116_line_01,bom_fg_0116,1,1,rm_0266,kg,125,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0116_line_02,bom_fg_0116,1,2,rm_0283,kg,154,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0116_line_03,bom_fg_0116,1,3,rm_0300,kg,183,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0116_line_04,bom_fg_0116,1,4,rm_0007,kg,212,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0116_line_05,bom_fg_0116,1,5,rm_0024,kg,241,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0117_line_01,bom_fg_0117,1,1,rm_0271,kg,138,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0117_line_02,bom_fg_0117,1,2,rm_0288,kg,167,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0117_line_03,bom_fg_0117,1,3,rm_0305,piece,196,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0117_line_04,bom_fg_0117,1,4,rm_0012,kg,225,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0117_line_05,bom_fg_0117,1,5,rm_0029,kg,254,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0118_line_01,bom_fg_0118,1,1,rm_0276,kg,151,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0118_line_02,bom_fg_0118,1,2,rm_0293,litre,180,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0118_line_03,bom_fg_0118,1,3,rm_0310,piece,209,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0118_line_04,bom_fg_0118,1,4,rm_0017,kg,238,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0118_line_05,bom_fg_0118,1,5,rm_0034,litre,267,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0119_line_01,bom_fg_0119,1,1,rm_0281,kg,164,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0119_line_02,bom_fg_0119,1,2,rm_0298,kg,193,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0119_line_03,bom_fg_0119,1,3,rm_0005,kg,222,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0119_line_04,bom_fg_0119,1,4,rm_0022,kg,251,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0119_line_05,bom_fg_0119,1,5,rm_0039,kg,280,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0120_line_01,bom_fg_0120,1,1,rm_0286,kg,177,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0120_line_02,bom_fg_0120,1,2,rm_0303,kg,206,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0120_line_03,bom_fg_0120,1,3,rm_0010,kg,235,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0120_line_04,bom_fg_0120,1,4,rm_0027,kg,264,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0120_line_05,bom_fg_0120,1,5,rm_0044,kg,293,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0121_line_01,bom_fg_0121,1,1,rm_0291,litre,190,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0121_line_02,bom_fg_0121,1,2,rm_0308,piece,219,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0121_line_03,bom_fg_0121,1,3,rm_0015,kg,248,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0121_line_04,bom_fg_0121,1,4,rm_0032,kg,277,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0121_line_05,bom_fg_0121,1,5,rm_0049,piece,306,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0122_line_01,bom_fg_0122,1,1,rm_0296,kg,203,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0122_line_02,bom_fg_0122,1,2,rm_0003,kg,232,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0122_line_03,bom_fg_0122,1,3,rm_0020,kg,261,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0122_line_04,bom_fg_0122,1,4,rm_0037,litre,290,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0122_line_05,bom_fg_0122,1,5,rm_0054,piece,319,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0123_line_01,bom_fg_0123,1,1,rm_0301,kg,216,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0123_line_02,bom_fg_0123,1,2,rm_0008,litre,245,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0123_line_03,bom_fg_0123,1,3,rm_0025,kg,274,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0123_line_04,bom_fg_0123,1,4,rm_0042,kg,303,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0123_line_05,bom_fg_0123,1,5,rm_0059,piece,332,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0124_line_01,bom_fg_0124,1,1,rm_0306,piece,229,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0124_line_02,bom_fg_0124,1,2,rm_0013,litre,258,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0124_line_03,bom_fg_0124,1,3,rm_0030,kg,287,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0124_line_04,bom_fg_0124,1,4,rm_0047,kg,316,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0124_line_05,bom_fg_0124,1,5,rm_0064,piece,345,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0125_line_01,bom_fg_0125,1,1,rm_0001,litre,242,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0125_line_02,bom_fg_0125,1,2,rm_0018,kg,271,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0125_line_03,bom_fg_0125,1,3,rm_0035,litre,300,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0125_line_04,bom_fg_0125,1,4,rm_0052,piece,329,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0125_line_05,bom_fg_0125,1,5,rm_0069,kg,358,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0126_line_01,bom_fg_0126,1,1,rm_0006,kg,255,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0126_line_02,bom_fg_0126,1,2,rm_0023,kg,284,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0126_line_03,bom_fg_0126,1,3,rm_0040,kg,313,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0126_line_04,bom_fg_0126,1,4,rm_0057,piece,342,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0126_line_05,bom_fg_0126,1,5,rm_0074,kg,371,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0127_line_01,bom_fg_0127,1,1,rm_0011,kg,268,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0127_line_02,bom_fg_0127,1,2,rm_0028,kg,297,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0127_line_03,bom_fg_0127,1,3,rm_0045,kg,326,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0127_line_04,bom_fg_0127,1,4,rm_0062,piece,355,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0127_line_05,bom_fg_0127,1,5,rm_0079,kg,384,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0128_line_01,bom_fg_0128,1,1,rm_0016,kg,281,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0128_line_02,bom_fg_0128,1,2,rm_0033,litre,310,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0128_line_03,bom_fg_0128,1,3,rm_0050,piece,339,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0128_line_04,bom_fg_0128,1,4,rm_0067,kg,368,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0128_line_05,bom_fg_0128,1,5,rm_0084,kg,397,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0129_line_01,bom_fg_0129,1,1,rm_0021,kg,294,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0129_line_02,bom_fg_0129,1,2,rm_0038,litre,323,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0129_line_03,bom_fg_0129,1,3,rm_0055,piece,352,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0129_line_04,bom_fg_0129,1,4,rm_0072,litre,381,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0129_line_05,bom_fg_0129,1,5,rm_0089,kg,410,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0130_line_01,bom_fg_0130,1,1,rm_0026,kg,307,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0130_line_02,bom_fg_0130,1,2,rm_0043,kg,336,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0130_line_03,bom_fg_0130,1,3,rm_0060,piece,365,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0130_line_04,bom_fg_0130,1,4,rm_0077,litre,394,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0130_line_05,bom_fg_0130,1,5,rm_0094,kg,423,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0131_line_01,bom_fg_0131,1,1,rm_0031,kg,320,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0131_line_02,bom_fg_0131,1,2,rm_0048,kg,349,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0131_line_03,bom_fg_0131,1,3,rm_0065,litre,378,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0131_line_04,bom_fg_0131,1,4,rm_0082,kg,407,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0131_line_05,bom_fg_0131,1,5,rm_0099,litre,436,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0132_line_01,bom_fg_0132,1,1,rm_0036,litre,333,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0132_line_02,bom_fg_0132,1,2,rm_0053,piece,362,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0132_line_03,bom_fg_0132,1,3,rm_0070,kg,391,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0132_line_04,bom_fg_0132,1,4,rm_0087,kg,420,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0132_line_05,bom_fg_0132,1,5,rm_0104,kg,449,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0133_line_01,bom_fg_0133,1,1,rm_0041,kg,346,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0133_line_02,bom_fg_0133,1,2,rm_0058,kg,375,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0133_line_03,bom_fg_0133,1,3,rm_0075,kg,404,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0133_line_04,bom_fg_0133,1,4,rm_0092,kg,433,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0133_line_05,bom_fg_0133,1,5,rm_0109,kg,462,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0134_line_01,bom_fg_0134,1,1,rm_0046,kg,359,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0134_line_02,bom_fg_0134,1,2,rm_0063,piece,388,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0134_line_03,bom_fg_0134,1,3,rm_0080,kg,417,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0134_line_04,bom_fg_0134,1,4,rm_0097,litre,446,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0134_line_05,bom_fg_0134,1,5,rm_0114,piece,475,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0135_line_01,bom_fg_0135,1,1,rm_0051,piece,372,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0135_line_02,bom_fg_0135,1,2,rm_0068,kg,401,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0135_line_03,bom_fg_0135,1,3,rm_0085,kg,430,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0135_line_04,bom_fg_0135,1,4,rm_0102,litre,459,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0135_line_05,bom_fg_0135,1,5,rm_0119,piece,488,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0136_line_01,bom_fg_0136,1,1,rm_0056,piece,385,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0136_line_02,bom_fg_0136,1,2,rm_0073,kg,414,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0136_line_03,bom_fg_0136,1,3,rm_0090,kg,443,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0136_line_04,bom_fg_0136,1,4,rm_0107,kg,472,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0136_line_05,bom_fg_0136,1,5,rm_0124,piece,501,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0137_line_01,bom_fg_0137,1,1,rm_0061,piece,398,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0137_line_02,bom_fg_0137,1,2,rm_0078,kg,427,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0137_line_03,bom_fg_0137,1,3,rm_0095,kg,456,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0137_line_04,bom_fg_0137,1,4,rm_0112,kg,485,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0137_line_05,bom_fg_0137,1,5,rm_0129,litre,514,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0138_line_01,bom_fg_0138,1,1,rm_0066,kg,411,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0138_line_02,bom_fg_0138,1,2,rm_0083,kg,440,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0138_line_03,bom_fg_0138,1,3,rm_0100,litre,469,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0138_line_04,bom_fg_0138,1,4,rm_0117,piece,498,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0138_line_05,bom_fg_0138,1,5,rm_0134,kg,527,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0139_line_01,bom_fg_0139,1,1,rm_0071,kg,424,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0139_line_02,bom_fg_0139,1,2,rm_0088,kg,453,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0139_line_03,bom_fg_0139,1,3,rm_0105,kg,482,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0139_line_04,bom_fg_0139,1,4,rm_0122,kg,511,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0139_line_05,bom_fg_0139,1,5,rm_0139,kg,540,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0140_line_01,bom_fg_0140,1,1,rm_0076,kg,437,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0140_line_02,bom_fg_0140,1,2,rm_0093,kg,466,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0140_line_03,bom_fg_0140,1,3,rm_0110,kg,495,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0140_line_04,bom_fg_0140,1,4,rm_0127,piece,524,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0140_line_05,bom_fg_0140,1,5,rm_0144,kg,553,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0141_line_01,bom_fg_0141,1,1,rm_0081,kg,450,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0141_line_02,bom_fg_0141,1,2,rm_0098,litre,479,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0141_line_03,bom_fg_0141,1,3,rm_0115,piece,508,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0141_line_04,bom_fg_0141,1,4,rm_0132,kg,537,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0141_line_05,bom_fg_0141,1,5,rm_0149,kg,566,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0142_line_01,bom_fg_0142,1,1,rm_0086,kg,463,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0142_line_02,bom_fg_0142,1,2,rm_0103,kg,492,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0142_line_03,bom_fg_0142,1,3,rm_0120,piece,521,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0142_line_04,bom_fg_0142,1,4,rm_0137,kg,550,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0142_line_05,bom_fg_0142,1,5,rm_0154,kg,579,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0143_line_01,bom_fg_0143,1,1,rm_0091,kg,476,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0143_line_02,bom_fg_0143,1,2,rm_0108,kg,505,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0143_line_03,bom_fg_0143,1,3,rm_0125,piece,534,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0143_line_04,bom_fg_0143,1,4,rm_0142,kg,563,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0143_line_05,bom_fg_0143,1,5,rm_0159,kg,592,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0144_line_01,bom_fg_0144,1,1,rm_0096,kg,489,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0144_line_02,bom_fg_0144,1,2,rm_0113,piece,518,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0144_line_03,bom_fg_0144,1,3,rm_0130,kg,547,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0144_line_04,bom_fg_0144,1,4,rm_0147,kg,576,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0144_line_05,bom_fg_0144,1,5,rm_0164,litre,605,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0145_line_01,bom_fg_0145,1,1,rm_0101,litre,502,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0145_line_02,bom_fg_0145,1,2,rm_0118,piece,531,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0145_line_03,bom_fg_0145,1,3,rm_0135,kg,560,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0145_line_04,bom_fg_0145,1,4,rm_0152,kg,589,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0145_line_05,bom_fg_0145,1,5,rm_0169,kg,618,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0146_line_01,bom_fg_0146,1,1,rm_0106,kg,515,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0146_line_02,bom_fg_0146,1,2,rm_0123,piece,544,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0146_line_03,bom_fg_0146,1,3,rm_0140,kg,573,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0146_line_04,bom_fg_0146,1,4,rm_0157,kg,602,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0146_line_05,bom_fg_0146,1,5,rm_0174,kg,631,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0147_line_01,bom_fg_0147,1,1,rm_0111,kg,528,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0147_line_02,bom_fg_0147,1,2,rm_0128,piece,557,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0147_line_03,bom_fg_0147,1,3,rm_0145,kg,586,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0147_line_04,bom_fg_0147,1,4,rm_0162,litre,615,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0147_line_05,bom_fg_0147,1,5,rm_0179,piece,644,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0148_line_01,bom_fg_0148,1,1,rm_0116,piece,541,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0148_line_02,bom_fg_0148,1,2,rm_0133,kg,570,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0148_line_03,bom_fg_0148,1,3,rm_0150,kg,599,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0148_line_04,bom_fg_0148,1,4,rm_0167,kg,628,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0148_line_05,bom_fg_0148,1,5,rm_0184,piece,657,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0149_line_01,bom_fg_0149,1,1,rm_0121,piece,554,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0149_line_02,bom_fg_0149,1,2,rm_0138,kg,583,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0149_line_03,bom_fg_0149,1,3,rm_0155,kg,612,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0149_line_04,bom_fg_0149,1,4,rm_0172,kg,641,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0149_line_05,bom_fg_0149,1,5,rm_0189,piece,670,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0150_line_01,bom_fg_0150,1,1,rm_0126,piece,567,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0150_line_02,bom_fg_0150,1,2,rm_0143,kg,596,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0150_line_03,bom_fg_0150,1,3,rm_0160,kg,625,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0150_line_04,bom_fg_0150,1,4,rm_0177,piece,654,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0150_line_05,bom_fg_0150,1,5,rm_0194,kg,683,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0151_line_01,bom_fg_0151,1,1,rm_0131,kg,580,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0151_line_02,bom_fg_0151,1,2,rm_0148,kg,609,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0151_line_03,bom_fg_0151,1,3,rm_0165,litre,638,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0151_line_04,bom_fg_0151,1,4,rm_0182,piece,667,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0151_line_05,bom_fg_0151,1,5,rm_0199,kg,696,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0152_line_01,bom_fg_0152,1,1,rm_0136,litre,593,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0152_line_02,bom_fg_0152,1,2,rm_0153,kg,622,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0152_line_03,bom_fg_0152,1,3,rm_0170,kg,651,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0152_line_04,bom_fg_0152,1,4,rm_0187,piece,680,2.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0152_line_05,bom_fg_0152,1,5,rm_0204,kg,709,0.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0153_line_01,bom_fg_0153,1,1,rm_0141,litre,606,0.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0153_line_02,bom_fg_0153,1,2,rm_0158,kg,635,1.0,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
bom_fg_0153_line_03,bom_fg_0153,1,3,rm_0175,kg,664,1.5,Định mức nguyên liệu đã phê duyệt theo mẻ chuẩn.
