order_code,item_code,lot_code,manufactured_on,expires_on,good_quantity,defective_quantity,status,idempotency_key,inventory_receipt_code,warehouse_code,location_code,notes
production_order_2026_00407,fg_0007,production_lot_2026_00407,2026-06-13,2027-02-08,7806,15,pending_receipt,production_output_00407,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00408,fg_0008,production_lot_2026_00408,2026-06-14,2027-02-09,7907,16,pending_receipt,production_output_00408,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00409,fg_0009,production_lot_2026_00409,2026-07-14,2027-03-11,8008,0,pending_receipt,production_output_00409,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00410,fg_0010,production_lot_2026_00410,2026-07-15,2027-03-12,8109,1,pending_receipt,production_output_00410,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00411,fg_0011,production_lot_2026_00411,2026-08-19,2027-04-16,8210,2,pending_receipt,production_output_00411,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00412,fg_0012,production_lot_2026_00412,2026-08-20,2027-04-17,8311,3,pending_receipt,production_output_00412,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00413,fg_0013,production_lot_2026_00413,2026-09-20,2027-05-18,8412,4,pending_receipt,production_output_00413,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00414,fg_0014,production_lot_2026_00414,2026-09-21,2027-05-19,8513,5,pending_receipt,production_output_00414,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00415,fg_0015,production_lot_2026_00415,2026-01-05,2026-09-02,8614,6,pending_receipt,production_output_00415,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00416,fg_0016,production_lot_2026_00416,2026-01-06,2026-09-03,8715,7,pending_receipt,production_output_00416,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00417,fg_0017,production_lot_2026_00417,2026-02-06,2026-10-04,1816,8,pending_receipt,production_output_00417,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00418,fg_0018,production_lot_2026_00418,2026-02-07,2026-10-05,1917,9,pending_receipt,production_output_00418,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00419,fg_0019,production_lot_2026_00419,2026-03-11,2026-11-06,2018,10,pending_receipt,production_output_00419,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00420,fg_0020,production_lot_2026_00420,2026-03-12,2026-11-07,2119,11,pending_receipt,production_output_00420,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00421,fg_0021,production_lot_2026_00421,2026-04-12,2026-12-08,2220,12,pending_receipt,production_output_00421,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00422,fg_0022,production_lot_2026_00422,2026-04-13,2026-12-09,2321,13,pending_receipt,production_output_00422,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00423,fg_0023,production_lot_2026_00423,2026-05-17,2027-01-12,2422,14,pending_receipt,production_output_00423,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00424,fg_0024,production_lot_2026_00424,2026-05-18,2027-01-13,2523,15,pending_receipt,production_output_00424,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00425,fg_0025,production_lot_2026_00425,2026-06-18,2027-02-13,2624,16,pending_receipt,production_output_00425,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00426,fg_0026,production_lot_2026_00426,2026-06-19,2027-02-14,2725,0,pending_receipt,production_output_00426,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00427,fg_0027,production_lot_2026_00427,2026-07-23,2027-03-20,2826,1,pending_receipt,production_output_00427,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00428,fg_0028,production_lot_2026_00428,2026-07-24,2027-03-21,2927,2,pending_receipt,production_output_00428,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00429,fg_0029,production_lot_2026_00429,2026-08-04,2027-04-01,3028,3,pending_receipt,production_output_00429,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00430,fg_0030,production_lot_2026_00430,2026-08-05,2027-04-02,3129,4,pending_receipt,production_output_00430,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00431,fg_0031,production_lot_2026_00431,2026-09-09,2027-05-07,3230,5,pending_receipt,production_output_00431,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00432,fg_0032,production_lot_2026_00432,2026-09-10,2027-05-08,3331,6,pending_receipt,production_output_00432,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00433,fg_0033,production_lot_2026_00433,2026-01-10,2026-09-07,3432,7,pending_receipt,production_output_00433,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00434,fg_0034,production_lot_2026_00434,2026-01-11,2026-09-08,3533,8,pending_receipt,production_output_00434,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00435,fg_0035,production_lot_2026_00435,2026-02-15,2026-10-13,3634,9,pending_receipt,production_output_00435,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00436,fg_0036,production_lot_2026_00436,2026-02-16,2026-10-14,3735,10,pending_receipt,production_output_00436,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00437,fg_0037,production_lot_2026_00437,2026-03-16,2026-11-11,3836,11,pending_receipt,production_output_00437,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00438,fg_0038,production_lot_2026_00438,2026-03-17,2026-11-12,3937,12,pending_receipt,production_output_00438,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00439,fg_0039,production_lot_2026_00439,2026-04-21,2026-12-17,4038,13,pending_receipt,production_output_00439,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00440,fg_0040,production_lot_2026_00440,2026-04-22,2026-12-18,4139,14,pending_receipt,production_output_00440,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00441,fg_0041,production_lot_2026_00441,2026-05-02,2026-12-28,4240,15,pending_receipt,production_output_00441,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00442,fg_0042,production_lot_2026_00442,2026-05-03,2026-12-29,4341,16,pending_receipt,production_output_00442,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00443,fg_0043,production_lot_2026_00443,2026-06-07,2027-02-02,4442,0,pending_receipt,production_output_00443,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00444,fg_0044,production_lot_2026_00444,2026-06-08,2027-02-03,4543,1,pending_receipt,production_output_00444,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00445,fg_0045,production_lot_2026_00445,2026-07-08,2027-03-05,4644,2,pending_receipt,production_output_00445,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00446,fg_0046,production_lot_2026_00446,2026-07-09,2027-03-06,4745,3,pending_receipt,production_output_00446,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00447,fg_0047,production_lot_2026_00447,2026-08-13,2027-04-10,4846,4,pending_receipt,production_output_00447,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00448,fg_0048,production_lot_2026_00448,2026-08-14,2027-04-11,4947,5,pending_receipt,production_output_00448,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00449,fg_0049,production_lot_2026_00449,2026-09-14,2027-05-12,5048,6,pending_receipt,production_output_00449,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00450,fg_0050,production_lot_2026_00450,2026-09-15,2027-05-13,5149,7,pending_receipt,production_output_00450,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00451,fg_0051,production_lot_2026_00451,2026-01-19,2026-09-16,5250,8,pending_receipt,production_output_00451,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00452,fg_0052,production_lot_2026_00452,2026-01-20,2026-09-17,5351,9,pending_receipt,production_output_00452,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00453,fg_0053,production_lot_2026_00453,2026-02-20,2026-10-18,5452,10,pending_receipt,production_output_00453,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00454,fg_0054,production_lot_2026_00454,2026-02-21,2026-10-19,5553,11,pending_receipt,production_output_00454,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00455,fg_0055,production_lot_2026_00455,2026-03-05,2026-10-31,5654,12,pending_receipt,production_output_00455,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00456,fg_0056,production_lot_2026_00456,2026-03-06,2026-11-01,5755,13,pending_receipt,production_output_00456,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00457,fg_0057,production_lot_2026_00457,2026-04-06,2026-12-02,5856,14,pending_receipt,production_output_00457,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00458,fg_0058,production_lot_2026_00458,2026-04-07,2026-12-03,5957,15,pending_receipt,production_output_00458,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00459,fg_0059,production_lot_2026_00459,2026-05-11,2027-01-06,6058,16,pending_receipt,production_output_00459,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00460,fg_0060,production_lot_2026_00460,2026-05-12,2027-01-07,6159,0,pending_receipt,production_output_00460,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00461,fg_0061,production_lot_2026_00461,2026-06-12,2027-02-07,6260,1,pending_receipt,production_output_00461,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00462,fg_0062,production_lot_2026_00462,2026-06-13,2027-02-08,6361,2,pending_receipt,production_output_00462,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00463,fg_0063,production_lot_2026_00463,2026-07-17,2027-03-14,6462,3,pending_receipt,production_output_00463,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00464,fg_0064,production_lot_2026_00464,2026-07-18,2027-03-15,6563,4,pending_receipt,production_output_00464,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00465,fg_0065,production_lot_2026_00465,2026-08-18,2027-04-15,6664,5,pending_receipt,production_output_00465,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00466,fg_0066,production_lot_2026_00466,2026-08-19,2027-04-16,6765,6,pending_receipt,production_output_00466,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00467,fg_0067,production_lot_2026_00467,2026-09-23,2027-05-21,6866,7,pending_receipt,production_output_00467,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00468,fg_0068,production_lot_2026_00468,2026-09-24,2027-05-22,6967,8,pending_receipt,production_output_00468,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00469,fg_0069,production_lot_2026_00469,2026-01-04,2026-09-01,7068,9,pending_receipt,production_output_00469,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00470,fg_0070,production_lot_2026_00470,2026-01-05,2026-09-02,7169,10,pending_receipt,production_output_00470,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00471,fg_0071,production_lot_2026_00471,2026-02-09,2026-10-07,7270,11,pending_receipt,production_output_00471,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00472,fg_0072,production_lot_2026_00472,2026-02-10,2026-10-08,7371,12,pending_receipt,production_output_00472,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00473,fg_0073,production_lot_2026_00473,2026-03-10,2026-11-05,7472,13,pending_receipt,production_output_00473,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00474,fg_0074,production_lot_2026_00474,2026-03-11,2026-11-06,7573,14,pending_receipt,production_output_00474,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00475,fg_0075,production_lot_2026_00475,2026-04-15,2026-12-11,7674,15,pending_receipt,production_output_00475,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00476,fg_0076,production_lot_2026_00476,2026-04-16,2026-12-12,7775,16,pending_receipt,production_output_00476,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00477,fg_0077,production_lot_2026_00477,2026-05-16,2027-01-11,7876,0,pending_receipt,production_output_00477,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00478,fg_0078,production_lot_2026_00478,2026-05-17,2027-01-12,7977,1,pending_receipt,production_output_00478,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00479,fg_0079,production_lot_2026_00479,2026-06-21,2027-02-16,8078,2,pending_receipt,production_output_00479,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00480,fg_0080,production_lot_2026_00480,2026-06-22,2027-02-17,8179,3,pending_receipt,production_output_00480,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00481,fg_0081,production_lot_2026_00481,2026-07-02,2027-02-27,8280,4,draft,production_output_00481,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00482,fg_0082,production_lot_2026_00482,2026-07-03,2027-02-28,8381,5,draft,production_output_00482,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00483,fg_0083,production_lot_2026_00483,2026-08-07,2027-04-04,8482,6,draft,production_output_00483,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00484,fg_0084,production_lot_2026_00484,2026-08-08,2027-04-05,8583,7,draft,production_output_00484,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00485,fg_0085,production_lot_2026_00485,2026-09-08,2027-05-06,8684,8,draft,production_output_00485,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00486,fg_0086,production_lot_2026_00486,2026-09-09,2027-05-07,8785,9,draft,production_output_00486,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00487,fg_0087,production_lot_2026_00487,2026-01-13,2026-09-10,1886,10,draft,production_output_00487,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00488,fg_0088,production_lot_2026_00488,2026-01-14,2026-09-11,1987,11,draft,production_output_00488,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00489,fg_0089,production_lot_2026_00489,2026-02-14,2026-10-12,2088,12,draft,production_output_00489,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00490,fg_0090,production_lot_2026_00490,2026-02-15,2026-10-13,2189,13,draft,production_output_00490,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00491,fg_0091,production_lot_2026_00491,2026-03-19,2026-11-14,2290,14,draft,production_output_00491,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00492,fg_0092,production_lot_2026_00492,2026-03-20,2026-11-15,2391,15,draft,production_output_00492,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00493,fg_0093,production_lot_2026_00493,2026-04-20,2026-12-16,2492,16,draft,production_output_00493,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00494,fg_0094,production_lot_2026_00494,2026-04-21,2026-12-17,2593,0,draft,production_output_00494,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00495,fg_0095,production_lot_2026_00495,2026-05-05,2026-12-31,2694,1,draft,production_output_00495,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00496,fg_0096,production_lot_2026_00496,2026-05-06,2027-01-01,2795,2,draft,production_output_00496,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00497,fg_0097,production_lot_2026_00497,2026-06-06,2027-02-01,2896,3,draft,production_output_00497,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00498,fg_0098,production_lot_2026_00498,2026-06-07,2027-02-02,2997,4,draft,production_output_00498,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00499,fg_0099,production_lot_2026_00499,2026-07-11,2027-03-08,3098,5,draft,production_output_00499,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00500,fg_0100,production_lot_2026_00500,2026-07-12,2027-03-09,3199,6,draft,production_output_00500,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00501,fg_0001,production_lot_2026_00501,2026-01-02,2026-08-30,3300,7,draft,production_output_00501,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00502,fg_0002,production_lot_2026_00502,2026-01-03,2026-08-31,3401,8,draft,production_output_00502,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00503,fg_0003,production_lot_2026_00503,2026-02-07,2026-10-05,3502,9,draft,production_output_00503,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00504,fg_0004,production_lot_2026_00504,2026-02-08,2026-10-06,3603,10,draft,production_output_00504,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00505,fg_0005,production_lot_2026_00505,2026-03-08,2026-11-03,3704,11,draft,production_output_00505,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00506,fg_0006,production_lot_2026_00506,2026-03-09,2026-11-04,3805,12,draft,production_output_00506,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00507,fg_0007,production_lot_2026_00507,2026-04-13,2026-12-09,3906,13,draft,production_output_00507,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00508,fg_0008,production_lot_2026_00508,2026-04-14,2026-12-10,4007,14,draft,production_output_00508,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00509,fg_0009,production_lot_2026_00509,2026-05-14,2027-01-09,4108,15,draft,production_output_00509,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00510,fg_0010,production_lot_2026_00510,2026-05-15,2027-01-10,4209,16,draft,production_output_00510,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00511,fg_0011,production_lot_2026_00511,2026-06-19,2027-02-14,4310,0,draft,production_output_00511,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00512,fg_0012,production_lot_2026_00512,2026-06-20,2027-02-15,4411,1,draft,production_output_00512,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00513,fg_0013,production_lot_2026_00513,2026-07-20,2027-03-17,4512,2,draft,production_output_00513,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00514,fg_0014,production_lot_2026_00514,2026-07-21,2027-03-18,4613,3,draft,production_output_00514,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00515,fg_0015,production_lot_2026_00515,2026-08-05,2027-04-02,4714,4,draft,production_output_00515,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00516,fg_0016,production_lot_2026_00516,2026-08-06,2027-04-03,4815,5,draft,production_output_00516,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00517,fg_0017,production_lot_2026_00517,2026-09-06,2027-05-04,4916,6,draft,production_output_00517,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00518,fg_0018,production_lot_2026_00518,2026-09-07,2027-05-05,5017,7,draft,production_output_00518,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00519,fg_0019,production_lot_2026_00519,2026-01-11,2026-09-08,5118,8,draft,production_output_00519,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00520,fg_0020,production_lot_2026_00520,2026-01-12,2026-09-09,5219,9,draft,production_output_00520,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00521,fg_0021,production_lot_2026_00521,2026-02-12,2026-10-10,5320,10,draft,production_output_00521,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00522,fg_0022,production_lot_2026_00522,2026-02-13,2026-10-11,5421,11,draft,production_output_00522,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00523,fg_0023,production_lot_2026_00523,2026-03-17,2026-11-12,5522,12,draft,production_output_00523,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00524,fg_0024,production_lot_2026_00524,2026-03-18,2026-11-13,5623,13,draft,production_output_00524,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00525,fg_0025,production_lot_2026_00525,2026-04-18,2026-12-14,5724,14,draft,production_output_00525,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00526,fg_0026,production_lot_2026_00526,2026-04-19,2026-12-15,5825,15,draft,production_output_00526,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00527,fg_0027,production_lot_2026_00527,2026-05-23,2027-01-18,5926,16,draft,production_output_00527,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00528,fg_0028,production_lot_2026_00528,2026-05-24,2027-01-19,6027,0,draft,production_output_00528,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00529,fg_0029,production_lot_2026_00529,2026-06-04,2027-01-30,6128,1,draft,production_output_00529,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00530,fg_0030,production_lot_2026_00530,2026-06-05,2027-01-31,6229,2,draft,production_output_00530,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00531,fg_0031,production_lot_2026_00531,2026-07-09,2027-03-06,6330,3,draft,production_output_00531,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00532,fg_0032,production_lot_2026_00532,2026-07-10,2027-03-07,6431,4,draft,production_output_00532,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00533,fg_0033,production_lot_2026_00533,2026-08-10,2027-04-07,6532,5,draft,production_output_00533,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00534,fg_0034,production_lot_2026_00534,2026-08-11,2027-04-08,6633,6,draft,production_output_00534,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00535,fg_0035,production_lot_2026_00535,2026-09-15,2027-05-13,6734,7,draft,production_output_00535,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00536,fg_0036,production_lot_2026_00536,2026-09-16,2027-05-14,6835,8,draft,production_output_00536,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00537,fg_0037,production_lot_2026_00537,2026-01-16,2026-09-13,6936,9,draft,production_output_00537,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00538,fg_0038,production_lot_2026_00538,2026-01-17,2026-09-14,7037,10,draft,production_output_00538,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00539,fg_0039,production_lot_2026_00539,2026-02-21,2026-10-19,7138,11,draft,production_output_00539,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00540,fg_0040,production_lot_2026_00540,2026-02-22,2026-10-20,7239,12,draft,production_output_00540,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00541,fg_0041,production_lot_2026_00541,2026-03-02,2026-10-28,7340,13,draft,production_output_00541,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00542,fg_0042,production_lot_2026_00542,2026-03-03,2026-10-29,7441,14,draft,production_output_00542,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00543,fg_0043,production_lot_2026_00543,2026-04-07,2026-12-03,7542,15,draft,production_output_00543,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00544,fg_0044,production_lot_2026_00544,2026-04-08,2026-12-04,7643,16,draft,production_output_00544,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00545,fg_0045,production_lot_2026_00545,2026-05-08,2027-01-03,7744,0,draft,production_output_00545,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00546,fg_0046,production_lot_2026_00546,2026-05-09,2027-01-04,7845,1,draft,production_output_00546,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00547,fg_0047,production_lot_2026_00547,2026-06-13,2027-02-08,7946,2,draft,production_output_00547,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00548,fg_0048,production_lot_2026_00548,2026-06-14,2027-02-09,8047,3,draft,production_output_00548,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00549,fg_0049,production_lot_2026_00549,2026-07-14,2027-03-11,8148,4,draft,production_output_00549,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00550,fg_0050,production_lot_2026_00550,2026-07-15,2027-03-12,8249,5,draft,production_output_00550,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00551,fg_0051,production_lot_2026_00551,2026-08-19,2027-04-16,8350,6,draft,production_output_00551,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
