order_code,material_item_code,inventory_issue_code,inventory_issue_line_number,unit_code,consumed_quantity,consumed_at,idempotency_key,notes
production_order_2026_00367,rm_0304,issue_2026_00367,1,kg,14.88,2026-04-13T10:00:00+07:00,material_consumption_00367_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00367,rm_0305,issue_2026_00367,2,piece,17.67,2026-04-13T11:00:00+07:00,material_consumption_00367_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00368,rm_0305,issue_2026_00368,1,piece,15.98,2026-04-14T10:00:00+07:00,material_consumption_00368_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00368,rm_0001,issue_2026_00368,2,litre,18.8,2026-04-14T11:00:00+07:00,material_consumption_00368_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00370,rm_0219,issue_2026_00370,1,kg,18.24,2026-05-15T10:00:00+07:00,material_consumption_00370_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00370,rm_0220,issue_2026_00370,2,kg,21.12,2026-05-15T11:00:00+07:00,material_consumption_00370_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00372,rm_0037,issue_2026_00372,1,litre,19.53,2026-06-20T10:00:00+07:00,material_consumption_00372_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00372,rm_0071,issue_2026_00372,2,kg,22.32,2026-06-20T11:00:00+07:00,material_consumption_00372_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00373,rm_0315,issue_2026_00373,1,piece,20.68,2026-07-20T10:00:00+07:00,material_consumption_00373_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00373,rm_0316,issue_2026_00373,2,piece,23.5,2026-07-20T11:00:00+07:00,material_consumption_00373_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00375,rm_0257,issue_2026_00375,1,litre,23.04,2026-08-05T10:00:00+07:00,material_consumption_00375_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00375,rm_0291,issue_2026_00375,2,litre,25.92,2026-08-05T11:00:00+07:00,material_consumption_00375_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00377,rm_0108,issue_2026_00377,1,kg,24.18,2026-09-06T10:00:00+07:00,material_consumption_00377_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00377,rm_0109,issue_2026_00377,2,kg,26.97,2026-09-06T11:00:00+07:00,material_consumption_00377_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00378,rm_0013,issue_2026_00378,1,litre,25.38,2026-09-07T10:00:00+07:00,material_consumption_00378_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00378,rm_0047,issue_2026_00378,2,kg,28.2,2026-09-07T11:00:00+07:00,material_consumption_00378_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00380,rm_0024,issue_2026_00380,1,kg,27.84,2026-01-12T10:00:00+07:00,material_consumption_00380_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00380,rm_0025,issue_2026_00380,2,kg,30.72,2026-01-12T11:00:00+07:00,material_consumption_00380_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00382,rm_0083,issue_2026_00382,1,kg,28.83,2026-02-13T10:00:00+07:00,material_consumption_00382_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00382,rm_0084,issue_2026_00382,2,kg,31.62,2026-02-13T11:00:00+07:00,material_consumption_00382_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00383,rm_0084,issue_2026_00383,1,kg,30.08,2026-03-17T10:00:00+07:00,material_consumption_00383_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00383,rm_0085,issue_2026_00383,2,kg,32.9,2026-03-17T11:00:00+07:00,material_consumption_00383_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00385,rm_0215,issue_2026_00385,1,kg,32.64,2026-04-18T10:00:00+07:00,material_consumption_00385_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00385,rm_0216,issue_2026_00385,2,kg,35.52,2026-04-18T11:00:00+07:00,material_consumption_00385_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00387,rm_0121,issue_2026_00387,1,piece,33.48,2026-05-23T10:00:00+07:00,material_consumption_00387_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00387,rm_0155,issue_2026_00387,2,kg,36.27,2026-05-23T11:00:00+07:00,material_consumption_00387_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00388,rm_0131,issue_2026_00388,1,kg,34.78,2026-05-24T10:00:00+07:00,material_consumption_00388_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00388,rm_0132,issue_2026_00388,2,kg,37.6,2026-05-24T11:00:00+07:00,material_consumption_00388_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00390,rm_0253,issue_2026_00390,1,piece,37.44,2026-06-05T10:00:00+07:00,material_consumption_00390_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00390,rm_0287,issue_2026_00390,2,kg,40.32,2026-06-05T11:00:00+07:00,material_consumption_00390_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00392,rm_0192,issue_2026_00392,1,piece,38.13,2026-07-10T10:00:00+07:00,material_consumption_00392_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00392,rm_0193,issue_2026_00392,2,litre,40.92,2026-07-10T11:00:00+07:00,material_consumption_00392_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00393,rm_0169,issue_2026_00393,1,kg,39.48,2026-08-10T10:00:00+07:00,material_consumption_00393_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00393,rm_0203,issue_2026_00393,2,kg,42.3,2026-08-10T11:00:00+07:00,material_consumption_00393_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00395,rm_0020,issue_2026_00395,1,kg,42.24,2026-09-15T10:00:00+07:00,material_consumption_00395_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00395,rm_0021,issue_2026_00395,2,kg,45.12,2026-09-15T11:00:00+07:00,material_consumption_00395_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00397,rm_0239,issue_2026_00397,1,kg,42.78,2026-01-16T10:00:00+07:00,material_consumption_00397_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00397,rm_0240,issue_2026_00397,2,kg,45.57,2026-01-16T11:00:00+07:00,material_consumption_00397_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00398,rm_0240,issue_2026_00398,1,kg,44.18,2026-01-17T10:00:00+07:00,material_consumption_00398_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00398,rm_0241,issue_2026_00398,2,piece,9.4,2026-01-17T11:00:00+07:00,material_consumption_00398_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00400,rm_0299,issue_2026_00400,1,kg,47.04,2026-02-22T10:00:00+07:00,material_consumption_00400_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00400,rm_0300,issue_2026_00400,2,kg,11.52,2026-02-22T11:00:00+07:00,material_consumption_00400_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00402,rm_0301,issue_2026_00402,1,kg,10.23,2026-03-03T10:00:00+07:00,material_consumption_00402_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00402,rm_0031,issue_2026_00402,2,kg,13.02,2026-03-03T11:00:00+07:00,material_consumption_00402_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00403,rm_0031,issue_2026_00403,1,kg,11.28,2026-04-07T10:00:00+07:00,material_consumption_00403_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00403,rm_0032,issue_2026_00403,2,kg,14.1,2026-04-07T11:00:00+07:00,material_consumption_00403_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00405,rm_0129,issue_2026_00405,1,litre,13.44,2026-05-08T10:00:00+07:00,material_consumption_00405_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00405,rm_0163,issue_2026_00405,2,litre,16.32,2026-05-08T11:00:00+07:00,material_consumption_00405_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00407,rm_0068,issue_2026_00407,1,kg,14.88,2026-06-13T10:00:00+07:00,material_consumption_00407_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00407,rm_0069,issue_2026_00407,2,kg,17.67,2026-06-13T11:00:00+07:00,material_consumption_00407_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00408,rm_0009,issue_2026_00408,1,kg,15.98,2026-06-14T10:00:00+07:00,material_consumption_00408_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00408,rm_0043,issue_2026_00408,2,kg,18.8,2026-06-14T11:00:00+07:00,material_consumption_00408_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00410,rm_0200,issue_2026_00410,1,litre,18.24,2026-07-15T10:00:00+07:00,material_consumption_00410_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00410,rm_0201,issue_2026_00410,2,kg,21.12,2026-07-15T11:00:00+07:00,material_consumption_00410_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00412,rm_0139,issue_2026_00412,1,kg,19.53,2026-08-20T10:00:00+07:00,material_consumption_00412_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00412,rm_0140,issue_2026_00412,2,kg,22.32,2026-08-20T11:00:00+07:00,material_consumption_00412_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00413,rm_0080,issue_2026_00413,1,kg,20.68,2026-09-20T10:00:00+07:00,material_consumption_00413_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00413,rm_0081,issue_2026_00413,2,kg,23.5,2026-09-20T11:00:00+07:00,material_consumption_00413_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00415,rm_0271,issue_2026_00415,1,kg,23.04,2026-01-05T10:00:00+07:00,material_consumption_00415_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00415,rm_0272,issue_2026_00415,2,kg,25.92,2026-01-05T11:00:00+07:00,material_consumption_00415_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00417,rm_0117,issue_2026_00417,1,piece,24.18,2026-02-06T10:00:00+07:00,material_consumption_00417_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00417,rm_0151,issue_2026_00417,2,kg,26.97,2026-02-06T11:00:00+07:00,material_consumption_00417_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00418,rm_0151,issue_2026_00418,1,kg,25.38,2026-02-07T10:00:00+07:00,material_consumption_00418_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00418,rm_0152,issue_2026_00418,2,kg,28.2,2026-02-07T11:00:00+07:00,material_consumption_00418_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00420,rm_0213,issue_2026_00420,1,kg,27.84,2026-03-12T10:00:00+07:00,material_consumption_00420_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00420,rm_0247,issue_2026_00420,2,piece,30.72,2026-03-12T11:00:00+07:00,material_consumption_00420_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00422,rm_0008,issue_2026_00002,1,litre,10.23,2026-04-13T10:00:00+07:00,material_consumption_00422_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00422,rm_0009,issue_2026_00002,2,kg,13.02,2026-04-13T11:00:00+07:00,material_consumption_00422_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00423,rm_0021,issue_2026_00003,1,kg,11.28,2026-05-17T10:00:00+07:00,material_consumption_00423_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00423,rm_0055,issue_2026_00003,2,piece,14.1,2026-05-17T11:00:00+07:00,material_consumption_00423_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00425,rm_0068,issue_2026_00005,1,kg,13.44,2026-06-18T10:00:00+07:00,material_consumption_00425_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00425,rm_0069,issue_2026_00005,2,kg,16.32,2026-06-18T11:00:00+07:00,material_consumption_00425_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00427,rm_0091,issue_2026_00007,1,kg,14.88,2026-07-23T10:00:00+07:00,material_consumption_00427_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00427,rm_0092,issue_2026_00007,2,kg,17.67,2026-07-23T11:00:00+07:00,material_consumption_00427_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00428,rm_0092,issue_2026_00008,1,kg,15.98,2026-07-24T10:00:00+07:00,material_consumption_00428_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00428,rm_0093,issue_2026_00008,2,kg,18.8,2026-07-24T11:00:00+07:00,material_consumption_00428_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00430,rm_0115,issue_2026_00010,1,piece,18.24,2026-08-05T10:00:00+07:00,material_consumption_00430_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00430,rm_0116,issue_2026_00010,2,piece,21.12,2026-08-05T11:00:00+07:00,material_consumption_00430_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00432,rm_0129,issue_2026_00012,1,litre,19.53,2026-09-10T10:00:00+07:00,material_consumption_00432_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00432,rm_0163,issue_2026_00012,2,litre,22.32,2026-09-10T11:00:00+07:00,material_consumption_00432_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00433,rm_0175,issue_2026_00013,1,kg,20.68,2026-01-10T10:00:00+07:00,material_consumption_00433_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00433,rm_0176,issue_2026_00013,2,kg,23.5,2026-01-10T11:00:00+07:00,material_consumption_00433_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00435,rm_0153,issue_2026_00015,1,kg,23.04,2026-02-15T10:00:00+07:00,material_consumption_00435_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00435,rm_0187,issue_2026_00015,2,piece,25.92,2026-02-15T11:00:00+07:00,material_consumption_00435_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00437,rm_0200,issue_2026_00017,1,litre,24.18,2026-03-16T10:00:00+07:00,material_consumption_00437_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00437,rm_0201,issue_2026_00017,2,kg,26.97,2026-03-16T11:00:00+07:00,material_consumption_00437_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00438,rm_0213,issue_2026_00018,1,kg,25.38,2026-03-17T10:00:00+07:00,material_consumption_00438_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00438,rm_0247,issue_2026_00018,2,piece,28.2,2026-03-17T11:00:00+07:00,material_consumption_00438_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00440,rm_0224,issue_2026_00020,1,kg,27.84,2026-04-22T10:00:00+07:00,material_consumption_00440_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00440,rm_0225,issue_2026_00020,2,litre,30.72,2026-04-22T11:00:00+07:00,material_consumption_00440_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00442,rm_0283,issue_2026_00022,1,kg,28.83,2026-05-03T10:00:00+07:00,material_consumption_00442_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00442,rm_0284,issue_2026_00022,2,kg,31.62,2026-05-03T11:00:00+07:00,material_consumption_00442_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00443,rm_0284,issue_2026_00023,1,kg,30.08,2026-06-07T10:00:00+07:00,material_consumption_00443_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00443,rm_0285,issue_2026_00023,2,kg,32.9,2026-06-07T11:00:00+07:00,material_consumption_00443_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00445,rm_0307,issue_2026_00025,1,piece,32.64,2026-07-08T10:00:00+07:00,material_consumption_00445_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00445,rm_0308,issue_2026_00025,2,piece,35.52,2026-07-08T11:00:00+07:00,material_consumption_00445_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00447,rm_0015,issue_2026_00027,1,kg,33.48,2026-08-13T10:00:00+07:00,material_consumption_00447_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00447,rm_0016,issue_2026_00027,2,kg,36.27,2026-08-13T11:00:00+07:00,material_consumption_00447_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00448,rm_0027,issue_2026_00028,1,kg,34.78,2026-08-14T10:00:00+07:00,material_consumption_00448_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00448,rm_0028,issue_2026_00028,2,kg,37.6,2026-08-14T11:00:00+07:00,material_consumption_00448_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00450,rm_0005,issue_2026_00030,1,kg,37.44,2026-09-15T10:00:00+07:00,material_consumption_00450_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00450,rm_0039,issue_2026_00030,2,kg,40.32,2026-09-15T11:00:00+07:00,material_consumption_00450_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00452,rm_0053,issue_2026_00032,1,piece,38.13,2026-01-20T10:00:00+07:00,material_consumption_00452_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00452,rm_0087,issue_2026_00032,2,kg,40.92,2026-01-20T11:00:00+07:00,material_consumption_00452_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00453,rm_0065,issue_2026_00033,1,litre,39.48,2026-02-20T10:00:00+07:00,material_consumption_00453_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00453,rm_0099,issue_2026_00033,2,litre,42.3,2026-02-20T11:00:00+07:00,material_consumption_00453_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00455,rm_0076,issue_2026_00035,1,kg,42.24,2026-03-05T10:00:00+07:00,material_consumption_00455_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00455,rm_0077,issue_2026_00035,2,litre,45.12,2026-03-05T11:00:00+07:00,material_consumption_00455_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00457,rm_0135,issue_2026_00037,1,kg,42.78,2026-04-06T10:00:00+07:00,material_consumption_00457_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00457,rm_0136,issue_2026_00037,2,litre,45.57,2026-04-06T11:00:00+07:00,material_consumption_00457_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00458,rm_0136,issue_2026_00038,1,litre,44.18,2026-04-07T10:00:00+07:00,material_consumption_00458_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00458,rm_0137,issue_2026_00038,2,kg,9.4,2026-04-07T11:00:00+07:00,material_consumption_00458_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00460,rm_0160,issue_2026_00040,1,kg,47.04,2026-05-12T10:00:00+07:00,material_consumption_00460_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00460,rm_0161,issue_2026_00040,2,litre,11.52,2026-05-12T11:00:00+07:00,material_consumption_00460_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00462,rm_0149,issue_2026_00042,1,kg,10.23,2026-06-13T10:00:00+07:00,material_consumption_00462_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00462,rm_0183,issue_2026_00042,2,piece,13.02,2026-06-13T11:00:00+07:00,material_consumption_00462_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00463,rm_0196,issue_2026_00043,1,kg,11.28,2026-07-17T10:00:00+07:00,material_consumption_00463_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00463,rm_0197,issue_2026_00043,2,kg,14.1,2026-07-17T11:00:00+07:00,material_consumption_00463_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00465,rm_0209,issue_2026_00045,1,kg,13.44,2026-08-18T10:00:00+07:00,material_consumption_00465_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00465,rm_0243,issue_2026_00045,2,piece,16.32,2026-08-18T11:00:00+07:00,material_consumption_00465_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00467,rm_0233,issue_2026_00047,1,kg,14.88,2026-09-23T10:00:00+07:00,material_consumption_00467_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00467,rm_0267,issue_2026_00047,2,kg,17.67,2026-09-23T11:00:00+07:00,material_consumption_00467_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00468,rm_0267,issue_2026_00048,1,kg,15.98,2026-09-24T10:00:00+07:00,material_consumption_00468_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00468,rm_0268,issue_2026_00048,2,kg,18.8,2026-09-24T11:00:00+07:00,material_consumption_00468_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00470,rm_0256,issue_2026_00050,1,piece,18.24,2026-01-05T10:00:00+07:00,material_consumption_00470_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00470,rm_0257,issue_2026_00050,2,litre,21.12,2026-01-05T11:00:00+07:00,material_consumption_00470_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00472,rm_0304,issue_2026_00052,1,kg,19.53,2026-02-10T10:00:00+07:00,material_consumption_00472_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00472,rm_0305,issue_2026_00052,2,piece,22.32,2026-02-10T11:00:00+07:00,material_consumption_00472_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00473,rm_0316,issue_2026_00053,1,piece,20.68,2026-03-10T10:00:00+07:00,material_consumption_00473_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00473,rm_0317,issue_2026_00053,2,piece,23.5,2026-03-10T11:00:00+07:00,material_consumption_00473_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00475,rm_0023,issue_2026_00055,1,kg,23.04,2026-04-15T10:00:00+07:00,material_consumption_00475_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00475,rm_0024,issue_2026_00055,2,kg,25.92,2026-04-15T11:00:00+07:00,material_consumption_00475_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00477,rm_0037,issue_2026_00057,1,litre,24.18,2026-05-16T10:00:00+07:00,material_consumption_00477_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00477,rm_0071,issue_2026_00057,2,kg,26.97,2026-05-16T11:00:00+07:00,material_consumption_00477_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00478,rm_0047,issue_2026_00058,1,kg,25.38,2026-05-17T10:00:00+07:00,material_consumption_00478_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00478,rm_0048,issue_2026_00058,2,kg,28.2,2026-05-17T11:00:00+07:00,material_consumption_00478_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00480,rm_0061,issue_2026_00060,1,piece,27.84,2026-06-22T10:00:00+07:00,material_consumption_00480_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00480,rm_0095,issue_2026_00060,2,kg,30.72,2026-06-22T11:00:00+07:00,material_consumption_00480_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00482,rm_0084,issue_2026_00062,1,kg,28.83,2026-07-03T10:00:00+07:00,material_consumption_00482_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00482,rm_0085,issue_2026_00062,2,kg,31.62,2026-07-03T11:00:00+07:00,material_consumption_00482_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00483,rm_0085,issue_2026_00063,1,kg,30.08,2026-08-07T10:00:00+07:00,material_consumption_00483_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00483,rm_0119,issue_2026_00063,2,piece,32.9,2026-08-07T11:00:00+07:00,material_consumption_00483_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00485,rm_0144,issue_2026_00065,1,kg,32.64,2026-09-08T10:00:00+07:00,material_consumption_00485_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00485,rm_0145,issue_2026_00065,2,kg,35.52,2026-09-08T11:00:00+07:00,material_consumption_00485_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00487,rm_0155,issue_2026_00067,1,kg,33.48,2026-01-13T10:00:00+07:00,material_consumption_00487_1,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
production_order_2026_00487,rm_0156,issue_2026_00067,2,kg,36.27,2026-01-13T11:00:00+07:00,material_consumption_00487_2,Tiêu hao thực tế đã đối chiếu với phiếu xuất vật tư.
