contract_code,employee_code,contract_type,effective_from,effective_to,base_salary,currency_code,status,notes
contract_2024_0578,vmk0578,indefinite,2024-01-01,2025-12-31,16250000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0579,vmk0579,indefinite,2024-01-01,2025-12-31,15000000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0580,vmk0580,indefinite,2024-01-01,2025-12-31,30250000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0581,vmk0581,fixed_term_36_months,2024-01-01,2025-12-31,26000000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0582,vmk0582,indefinite,2024-01-01,2025-12-31,15750000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0583,vmk0583,indefinite,2024-01-01,2025-12-31,17500000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0584,vmk0584,indefinite,2024-01-01,2025-12-31,26250000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0585,vmk0585,fixed_term_36_months,2024-05-25,2025-12-31,24000000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0586,vmk0586,indefinite,2024-01-01,2025-12-31,14250000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0587,vmk0587,indefinite,2024-01-01,2025-12-31,23500000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0588,vmk0588,indefinite,2024-01-01,2025-12-31,26250000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0589,vmk0589,fixed_term_36_months,2024-01-01,2025-12-31,15000000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0590,vmk0590,indefinite,2024-01-01,2025-12-31,19250000,VND,expired,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0591,vmk0591,indefinite,2024-01-01,2025-12-31,17500000,VND,terminated,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0592,vmk0592,indefinite,2024-01-01,2025-12-31,25250000,VND,terminated,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0593,vmk0593,fixed_term_36_months,2024-01-01,2025-12-31,24000000,VND,terminated,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0594,vmk0594,indefinite,2024-01-01,2025-12-31,19750000,VND,terminated,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0595,vmk0595,indefinite,2024-01-01,2025-12-31,21500000,VND,terminated,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0596,vmk0596,indefinite,2024-01-01,2025-12-31,28250000,VND,terminated,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0597,vmk0597,fixed_term_36_months,2024-01-01,2025-12-31,29000000,VND,terminated,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0598,vmk0598,indefinite,2024-10-18,2025-12-31,27750000,VND,terminated,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0599,vmk0599,indefinite,2024-01-01,2025-12-31,30500000,VND,terminated,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
contract_2024_0600,vmk0600,indefinite,2024-01-01,2025-12-31,27250000,VND,terminated,Hợp đồng tổng hợp phục vụ kiểm thử nghiệp vụ.
