request_code,employee_code,leave_type_code,starts_on,ends_on,is_paid,reason,status,decided_at,decision_note
leave_2025_00505,vmk0042,family_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00506,vmk0059,annual_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00507,vmk0076,sick_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00508,vmk0093,personal_unpaid,2026-10-16,2026-10-16,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-10-13T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00509,vmk0110,maternity_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-05-02T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00510,vmk0127,family_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00511,vmk0144,annual_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00512,vmk0161,sick_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00513,vmk0178,personal_unpaid,2025-09-09,2025-09-11,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-09-06T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00514,vmk0195,maternity_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-04-19T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00515,vmk0212,family_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00516,vmk0229,annual_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00517,vmk0246,sick_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00518,vmk0263,personal_unpaid,2026-08-02,2026-08-03,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-07-30T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00519,vmk0280,maternity_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-03-12T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00520,vmk0297,family_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00521,vmk0314,annual_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00522,vmk0331,sick_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00523,vmk0348,personal_unpaid,2025-07-19,2025-07-19,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-07-16T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00524,vmk0365,maternity_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-02-05T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00525,vmk0382,family_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00526,vmk0399,annual_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00527,vmk0416,sick_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00528,vmk0433,personal_unpaid,2026-06-12,2026-06-14,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-06-09T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00529,vmk0450,maternity_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2024-12-29T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00530,vmk0467,family_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00531,vmk0484,annual_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00532,vmk0501,sick_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00533,vmk0518,personal_unpaid,2025-05-05,2025-05-06,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-05-02T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00534,vmk0535,maternity_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-12-15T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00535,vmk0552,family_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00536,vmk0569,annual_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00537,vmk0016,sick_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00538,vmk0033,personal_unpaid,2026-04-22,2026-04-22,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-04-19T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00539,vmk0050,maternity_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-11-08T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00540,vmk0067,family_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00541,vmk0084,annual_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00542,vmk0101,sick_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00543,vmk0118,personal_unpaid,2025-03-15,2025-03-17,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-03-12T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00544,vmk0135,maternity_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-10-01T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00545,vmk0152,family_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00546,vmk0169,annual_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00547,vmk0186,sick_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00548,vmk0203,personal_unpaid,2026-02-08,2026-02-09,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-02-05T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00549,vmk0220,maternity_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-09-18T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00550,vmk0237,family_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00551,vmk0254,annual_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00552,vmk0271,sick_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00553,vmk0288,personal_unpaid,2025-01-01,2025-01-01,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2024-12-29T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00554,vmk0305,maternity_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-08-11T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00555,vmk0322,family_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00556,vmk0339,annual_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00557,vmk0356,sick_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00558,vmk0373,personal_unpaid,2026-12-18,2026-12-20,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-12-15T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00559,vmk0390,maternity_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-07-04T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00560,vmk0407,family_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00561,vmk0424,annual_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00562,vmk0441,sick_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00563,vmk0458,personal_unpaid,2025-11-11,2025-11-12,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-11-08T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00564,vmk0475,maternity_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-06-21T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00565,vmk0492,family_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00566,vmk0509,annual_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00567,vmk0526,sick_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00568,vmk0543,personal_unpaid,2026-10-04,2026-10-04,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-10-01T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00569,vmk0560,maternity_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-05-14T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00570,vmk0007,family_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00571,vmk0024,annual_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00572,vmk0041,sick_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00573,vmk0058,personal_unpaid,2025-09-21,2025-09-23,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-09-18T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00574,vmk0075,maternity_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-04-07T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00575,vmk0092,family_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00576,vmk0109,annual_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00577,vmk0126,sick_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00578,vmk0143,personal_unpaid,2026-08-14,2026-08-15,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-08-11T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00579,vmk0160,maternity_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-02-28T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00580,vmk0177,family_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00581,vmk0194,annual_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00582,vmk0211,sick_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00583,vmk0228,personal_unpaid,2025-07-07,2025-07-07,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-07-04T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00584,vmk0245,maternity_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-02-17T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00585,vmk0262,family_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00586,vmk0279,annual_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00587,vmk0296,sick_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00588,vmk0313,personal_unpaid,2026-06-24,2026-06-26,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-06-21T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00589,vmk0330,maternity_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-01-10T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00590,vmk0347,family_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00591,vmk0364,annual_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00592,vmk0381,sick_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00593,vmk0398,personal_unpaid,2025-05-17,2025-05-18,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-05-14T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00594,vmk0415,maternity_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-12-03T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00595,vmk0432,family_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00596,vmk0449,annual_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00597,vmk0466,sick_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00598,vmk0483,personal_unpaid,2026-04-10,2026-04-10,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-04-07T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00599,vmk0500,maternity_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-11-20T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00600,vmk0517,family_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00601,vmk0534,annual_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00602,vmk0551,sick_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00603,vmk0568,personal_unpaid,2025-03-03,2025-03-05,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-02-28T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00604,vmk0015,maternity_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-10-13T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00605,vmk0032,family_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00606,vmk0049,annual_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00607,vmk0066,sick_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00608,vmk0083,personal_unpaid,2026-02-20,2026-02-21,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-02-17T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00609,vmk0100,maternity_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-09-06T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00610,vmk0117,family_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00611,vmk0134,annual_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00612,vmk0151,sick_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00613,vmk0168,personal_unpaid,2025-01-13,2025-01-13,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-01-10T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00614,vmk0185,maternity_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-07-30T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00615,vmk0202,family_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00616,vmk0219,annual_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00617,vmk0236,sick_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00618,vmk0253,personal_unpaid,2026-12-06,2026-12-08,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-12-03T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00619,vmk0270,maternity_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-07-16T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00620,vmk0287,family_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00621,vmk0304,annual_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00622,vmk0321,sick_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00623,vmk0338,personal_unpaid,2025-11-23,2025-11-24,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-11-20T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00624,vmk0355,maternity_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-06-09T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00625,vmk0372,family_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00626,vmk0389,annual_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00627,vmk0406,sick_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00628,vmk0423,personal_unpaid,2026-10-16,2026-10-16,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-10-13T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00629,vmk0440,maternity_leave,2025-05-05,2025-05-06,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-05-02T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00630,vmk0457,family_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00631,vmk0474,annual_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00632,vmk0491,sick_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00633,vmk0508,personal_unpaid,2025-09-09,2025-09-11,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-09-06T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00634,vmk0525,maternity_leave,2026-04-22,2026-04-22,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-04-19T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00635,vmk0542,family_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00636,vmk0559,annual_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00637,vmk0006,sick_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00638,vmk0023,personal_unpaid,2026-08-02,2026-08-03,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-07-30T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00639,vmk0040,maternity_leave,2025-03-15,2025-03-17,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-03-12T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00640,vmk0057,family_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00641,vmk0074,annual_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00642,vmk0091,sick_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00643,vmk0108,personal_unpaid,2025-07-19,2025-07-19,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-07-16T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00644,vmk0125,maternity_leave,2026-02-08,2026-02-09,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-02-05T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00645,vmk0142,family_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00646,vmk0159,annual_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00647,vmk0176,sick_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00648,vmk0193,personal_unpaid,2026-06-12,2026-06-14,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-06-09T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00649,vmk0210,maternity_leave,2025-01-01,2025-01-01,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2024-12-29T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00650,vmk0227,family_leave,2026-08-14,2026-08-15,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00651,vmk0244,annual_leave,2025-03-03,2025-03-05,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00652,vmk0261,sick_leave,2026-10-16,2026-10-16,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00653,vmk0278,personal_unpaid,2025-05-05,2025-05-06,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-05-02T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00654,vmk0295,maternity_leave,2026-12-18,2026-12-20,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-12-15T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00655,vmk0312,family_leave,2025-07-07,2025-07-07,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00656,vmk0329,annual_leave,2026-02-20,2026-02-21,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00657,vmk0346,sick_leave,2025-09-09,2025-09-11,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00658,vmk0363,personal_unpaid,2026-04-22,2026-04-22,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-04-19T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00659,vmk0380,maternity_leave,2025-11-11,2025-11-12,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-11-08T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00660,vmk0397,family_leave,2026-06-24,2026-06-26,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00661,vmk0414,annual_leave,2025-01-13,2025-01-13,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00662,vmk0431,sick_leave,2026-08-02,2026-08-03,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00663,vmk0448,personal_unpaid,2025-03-15,2025-03-17,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2025-03-12T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00664,vmk0465,maternity_leave,2026-10-04,2026-10-04,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2026-10-01T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00665,vmk0482,family_leave,2025-05-17,2025-05-18,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00666,vmk0499,annual_leave,2026-12-06,2026-12-08,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00667,vmk0516,sick_leave,2025-07-19,2025-07-19,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
leave_2025_00668,vmk0533,personal_unpaid,2026-02-08,2026-02-09,false,Nghỉ theo kế hoạch đã đăng ký.,approved,2026-02-05T08:00:00+07:00,Đã được quản lý phê duyệt theo quy định nội bộ.
leave_2025_00669,vmk0550,maternity_leave,2025-09-21,2025-09-23,true,Nghỉ theo kế hoạch đã đăng ký.,rejected,2025-09-18T08:00:00+07:00,Đề nghị chưa đáp ứng điều kiện phê duyệt.
leave_2025_00670,vmk0567,family_leave,2026-04-10,2026-04-10,true,Nghỉ theo kế hoạch đã đăng ký.,cancelled,,
leave_2025_00671,vmk0014,annual_leave,2025-11-23,2025-11-24,true,Nghỉ theo kế hoạch đã đăng ký.,draft,,
leave_2025_00672,vmk0031,sick_leave,2026-06-12,2026-06-14,true,Nghỉ theo kế hoạch đã đăng ký.,pending,,
