receipt_code,warehouse_code,supplier_code,source_module,source_document_code,reference_number,status,idempotency_key,posted_at,notes
receipt_production_2026_00101,wh_finished_south,,production,production_order_2026_00101,production_order_2026_00101,posted,receipt_production_2026_00101,2026-06-12T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00102,wh_finished_north,,production,production_order_2026_00102,production_order_2026_00102,posted,receipt_production_2026_00102,2026-06-13T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00103,wh_finished_south,,production,production_order_2026_00103,production_order_2026_00103,posted,receipt_production_2026_00103,2026-07-17T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00104,wh_finished_north,,production,production_order_2026_00104,production_order_2026_00104,posted,receipt_production_2026_00104,2026-07-18T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00105,wh_finished_south,,production,production_order_2026_00105,production_order_2026_00105,posted,receipt_production_2026_00105,2026-08-18T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00106,wh_finished_north,,production,production_order_2026_00106,production_order_2026_00106,posted,receipt_production_2026_00106,2026-08-19T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00107,wh_finished_south,,production,production_order_2026_00107,production_order_2026_00107,posted,receipt_production_2026_00107,2026-09-23T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00108,wh_finished_north,,production,production_order_2026_00108,production_order_2026_00108,posted,receipt_production_2026_00108,2026-09-24T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00109,wh_finished_south,,production,production_order_2026_00109,production_order_2026_00109,posted,receipt_production_2026_00109,2026-01-04T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00110,wh_finished_north,,production,production_order_2026_00110,production_order_2026_00110,posted,receipt_production_2026_00110,2026-01-05T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00111,wh_finished_south,,production,production_order_2026_00111,production_order_2026_00111,posted,receipt_production_2026_00111,2026-02-09T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00112,wh_finished_north,,production,production_order_2026_00112,production_order_2026_00112,posted,receipt_production_2026_00112,2026-02-10T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00113,wh_finished_south,,production,production_order_2026_00113,production_order_2026_00113,posted,receipt_production_2026_00113,2026-03-10T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00114,wh_finished_north,,production,production_order_2026_00114,production_order_2026_00114,posted,receipt_production_2026_00114,2026-03-11T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00115,wh_finished_south,,production,production_order_2026_00115,production_order_2026_00115,posted,receipt_production_2026_00115,2026-04-15T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00116,wh_finished_north,,production,production_order_2026_00116,production_order_2026_00116,posted,receipt_production_2026_00116,2026-04-16T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00117,wh_finished_south,,production,production_order_2026_00117,production_order_2026_00117,posted,receipt_production_2026_00117,2026-05-16T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00118,wh_finished_north,,production,production_order_2026_00118,production_order_2026_00118,posted,receipt_production_2026_00118,2026-05-17T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00119,wh_finished_south,,production,production_order_2026_00119,production_order_2026_00119,posted,receipt_production_2026_00119,2026-06-21T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00120,wh_finished_north,,production,production_order_2026_00120,production_order_2026_00120,posted,receipt_production_2026_00120,2026-06-22T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00121,wh_finished_south,,production,production_order_2026_00121,production_order_2026_00121,posted,receipt_production_2026_00121,2026-07-02T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00122,wh_finished_north,,production,production_order_2026_00122,production_order_2026_00122,posted,receipt_production_2026_00122,2026-07-03T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00123,wh_finished_south,,production,production_order_2026_00123,production_order_2026_00123,posted,receipt_production_2026_00123,2026-08-07T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00124,wh_finished_north,,production,production_order_2026_00124,production_order_2026_00124,posted,receipt_production_2026_00124,2026-08-08T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00125,wh_finished_south,,production,production_order_2026_00125,production_order_2026_00125,posted,receipt_production_2026_00125,2026-09-08T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00126,wh_finished_north,,production,production_order_2026_00126,production_order_2026_00126,posted,receipt_production_2026_00126,2026-09-09T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00127,wh_finished_south,,production,production_order_2026_00127,production_order_2026_00127,posted,receipt_production_2026_00127,2026-01-13T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00128,wh_finished_north,,production,production_order_2026_00128,production_order_2026_00128,posted,receipt_production_2026_00128,2026-01-14T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00129,wh_finished_south,,production,production_order_2026_00129,production_order_2026_00129,posted,receipt_production_2026_00129,2026-02-14T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00130,wh_finished_north,,production,production_order_2026_00130,production_order_2026_00130,posted,receipt_production_2026_00130,2026-02-15T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00131,wh_finished_south,,production,production_order_2026_00131,production_order_2026_00131,posted,receipt_production_2026_00131,2026-03-19T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00132,wh_finished_north,,production,production_order_2026_00132,production_order_2026_00132,posted,receipt_production_2026_00132,2026-03-20T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00133,wh_finished_south,,production,production_order_2026_00133,production_order_2026_00133,posted,receipt_production_2026_00133,2026-04-20T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00134,wh_finished_north,,production,production_order_2026_00134,production_order_2026_00134,posted,receipt_production_2026_00134,2026-04-21T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00135,wh_finished_south,,production,production_order_2026_00135,production_order_2026_00135,posted,receipt_production_2026_00135,2026-05-05T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00136,wh_finished_north,,production,production_order_2026_00136,production_order_2026_00136,posted,receipt_production_2026_00136,2026-05-06T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00137,wh_finished_south,,production,production_order_2026_00137,production_order_2026_00137,posted,receipt_production_2026_00137,2026-06-06T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00138,wh_finished_north,,production,production_order_2026_00138,production_order_2026_00138,posted,receipt_production_2026_00138,2026-06-07T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00139,wh_finished_south,,production,production_order_2026_00139,production_order_2026_00139,posted,receipt_production_2026_00139,2026-07-11T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00140,wh_finished_north,,production,production_order_2026_00140,production_order_2026_00140,posted,receipt_production_2026_00140,2026-07-12T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00141,wh_finished_south,,production,production_order_2026_00141,production_order_2026_00141,posted,receipt_production_2026_00141,2026-08-12T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00142,wh_finished_north,,production,production_order_2026_00142,production_order_2026_00142,posted,receipt_production_2026_00142,2026-08-13T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00143,wh_finished_south,,production,production_order_2026_00143,production_order_2026_00143,posted,receipt_production_2026_00143,2026-09-17T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00144,wh_finished_north,,production,production_order_2026_00144,production_order_2026_00144,posted,receipt_production_2026_00144,2026-09-18T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00145,wh_finished_south,,production,production_order_2026_00145,production_order_2026_00145,posted,receipt_production_2026_00145,2026-01-18T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00146,wh_finished_north,,production,production_order_2026_00146,production_order_2026_00146,posted,receipt_production_2026_00146,2026-01-19T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00147,wh_finished_south,,production,production_order_2026_00147,production_order_2026_00147,posted,receipt_production_2026_00147,2026-02-23T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00148,wh_finished_north,,production,production_order_2026_00148,production_order_2026_00148,posted,receipt_production_2026_00148,2026-02-24T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00149,wh_finished_south,,production,production_order_2026_00149,production_order_2026_00149,posted,receipt_production_2026_00149,2026-03-04T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00150,wh_finished_north,,production,production_order_2026_00150,production_order_2026_00150,posted,receipt_production_2026_00150,2026-03-05T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00151,wh_finished_south,,production,production_order_2026_00151,production_order_2026_00151,posted,receipt_production_2026_00151,2026-04-09T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00152,wh_finished_north,,production,production_order_2026_00152,production_order_2026_00152,posted,receipt_production_2026_00152,2026-04-10T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00153,wh_finished_south,,production,production_order_2026_00153,production_order_2026_00153,posted,receipt_production_2026_00153,2026-05-10T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00154,wh_finished_north,,production,production_order_2026_00154,production_order_2026_00154,posted,receipt_production_2026_00154,2026-05-11T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00155,wh_finished_south,,production,production_order_2026_00155,production_order_2026_00155,posted,receipt_production_2026_00155,2026-06-15T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00156,wh_finished_north,,production,production_order_2026_00156,production_order_2026_00156,posted,receipt_production_2026_00156,2026-06-16T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00157,wh_finished_south,,production,production_order_2026_00157,production_order_2026_00157,posted,receipt_production_2026_00157,2026-07-16T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00158,wh_finished_north,,production,production_order_2026_00158,production_order_2026_00158,posted,receipt_production_2026_00158,2026-07-17T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00159,wh_finished_south,,production,production_order_2026_00159,production_order_2026_00159,posted,receipt_production_2026_00159,2026-08-21T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00160,wh_finished_north,,production,production_order_2026_00160,production_order_2026_00160,posted,receipt_production_2026_00160,2026-08-22T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00161,wh_finished_south,,production,production_order_2026_00161,production_order_2026_00161,posted,receipt_production_2026_00161,2026-09-02T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00162,wh_finished_north,,production,production_order_2026_00162,production_order_2026_00162,posted,receipt_production_2026_00162,2026-09-03T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00163,wh_finished_south,,production,production_order_2026_00163,production_order_2026_00163,posted,receipt_production_2026_00163,2026-01-07T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00164,wh_finished_north,,production,production_order_2026_00164,production_order_2026_00164,posted,receipt_production_2026_00164,2026-01-08T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00165,wh_finished_south,,production,production_order_2026_00165,production_order_2026_00165,posted,receipt_production_2026_00165,2026-02-08T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00166,wh_finished_north,,production,production_order_2026_00166,production_order_2026_00166,posted,receipt_production_2026_00166,2026-02-09T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00167,wh_finished_south,,production,production_order_2026_00167,production_order_2026_00167,posted,receipt_production_2026_00167,2026-03-13T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00168,wh_finished_north,,production,production_order_2026_00168,production_order_2026_00168,posted,receipt_production_2026_00168,2026-03-14T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00169,wh_finished_south,,production,production_order_2026_00169,production_order_2026_00169,posted,receipt_production_2026_00169,2026-04-14T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00170,wh_finished_north,,production,production_order_2026_00170,production_order_2026_00170,posted,receipt_production_2026_00170,2026-04-15T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00171,wh_finished_south,,production,production_order_2026_00171,production_order_2026_00171,posted,receipt_production_2026_00171,2026-05-19T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00172,wh_finished_north,,production,production_order_2026_00172,production_order_2026_00172,posted,receipt_production_2026_00172,2026-05-20T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00173,wh_finished_south,,production,production_order_2026_00173,production_order_2026_00173,posted,receipt_production_2026_00173,2026-06-20T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00174,wh_finished_north,,production,production_order_2026_00174,production_order_2026_00174,posted,receipt_production_2026_00174,2026-06-21T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00175,wh_finished_south,,production,production_order_2026_00175,production_order_2026_00175,posted,receipt_production_2026_00175,2026-07-05T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00176,wh_finished_north,,production,production_order_2026_00176,production_order_2026_00176,posted,receipt_production_2026_00176,2026-07-06T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00177,wh_finished_south,,production,production_order_2026_00177,production_order_2026_00177,posted,receipt_production_2026_00177,2026-08-06T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00178,wh_finished_north,,production,production_order_2026_00178,production_order_2026_00178,posted,receipt_production_2026_00178,2026-08-07T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00179,wh_finished_south,,production,production_order_2026_00179,production_order_2026_00179,posted,receipt_production_2026_00179,2026-09-11T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00180,wh_finished_north,,production,production_order_2026_00180,production_order_2026_00180,posted,receipt_production_2026_00180,2026-09-12T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00181,wh_finished_south,,production,production_order_2026_00181,production_order_2026_00181,posted,receipt_production_2026_00181,2026-01-12T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00182,wh_finished_north,,production,production_order_2026_00182,production_order_2026_00182,posted,receipt_production_2026_00182,2026-01-13T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00183,wh_finished_south,,production,production_order_2026_00183,production_order_2026_00183,posted,receipt_production_2026_00183,2026-02-17T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00184,wh_finished_north,,production,production_order_2026_00184,production_order_2026_00184,posted,receipt_production_2026_00184,2026-02-18T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00185,wh_finished_south,,production,production_order_2026_00185,production_order_2026_00185,posted,receipt_production_2026_00185,2026-03-18T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00186,wh_finished_north,,production,production_order_2026_00186,production_order_2026_00186,posted,receipt_production_2026_00186,2026-03-19T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00187,wh_finished_south,,production,production_order_2026_00187,production_order_2026_00187,posted,receipt_production_2026_00187,2026-04-23T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00188,wh_finished_north,,production,production_order_2026_00188,production_order_2026_00188,posted,receipt_production_2026_00188,2026-04-24T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00189,wh_finished_south,,production,production_order_2026_00189,production_order_2026_00189,posted,receipt_production_2026_00189,2026-05-04T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00190,wh_finished_north,,production,production_order_2026_00190,production_order_2026_00190,posted,receipt_production_2026_00190,2026-05-05T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00191,wh_finished_south,,production,production_order_2026_00191,production_order_2026_00191,posted,receipt_production_2026_00191,2026-06-09T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00192,wh_finished_north,,production,production_order_2026_00192,production_order_2026_00192,posted,receipt_production_2026_00192,2026-06-10T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00193,wh_finished_south,,production,production_order_2026_00193,production_order_2026_00193,posted,receipt_production_2026_00193,2026-07-10T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00194,wh_finished_north,,production,production_order_2026_00194,production_order_2026_00194,posted,receipt_production_2026_00194,2026-07-11T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00195,wh_finished_south,,production,production_order_2026_00195,production_order_2026_00195,posted,receipt_production_2026_00195,2026-08-15T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00196,wh_finished_north,,production,production_order_2026_00196,production_order_2026_00196,posted,receipt_production_2026_00196,2026-08-16T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00197,wh_finished_south,,production,production_order_2026_00197,production_order_2026_00197,posted,receipt_production_2026_00197,2026-09-16T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00198,wh_finished_north,,production,production_order_2026_00198,production_order_2026_00198,posted,receipt_production_2026_00198,2026-09-17T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00199,wh_finished_south,,production,production_order_2026_00199,production_order_2026_00199,posted,receipt_production_2026_00199,2026-01-21T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00200,wh_finished_north,,production,production_order_2026_00200,production_order_2026_00200,posted,receipt_production_2026_00200,2026-01-22T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00201,wh_finished_south,,production,production_order_2026_00201,production_order_2026_00201,posted,receipt_production_2026_00201,2026-02-02T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00202,wh_finished_north,,production,production_order_2026_00202,production_order_2026_00202,posted,receipt_production_2026_00202,2026-02-03T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00203,wh_finished_south,,production,production_order_2026_00203,production_order_2026_00203,posted,receipt_production_2026_00203,2026-03-07T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00204,wh_finished_north,,production,production_order_2026_00204,production_order_2026_00204,posted,receipt_production_2026_00204,2026-03-08T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00205,wh_finished_south,,production,production_order_2026_00205,production_order_2026_00205,posted,receipt_production_2026_00205,2026-04-08T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00206,wh_finished_north,,production,production_order_2026_00206,production_order_2026_00206,posted,receipt_production_2026_00206,2026-04-09T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00207,wh_finished_south,,production,production_order_2026_00207,production_order_2026_00207,posted,receipt_production_2026_00207,2026-05-13T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00208,wh_finished_north,,production,production_order_2026_00208,production_order_2026_00208,posted,receipt_production_2026_00208,2026-05-14T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00209,wh_finished_south,,production,production_order_2026_00209,production_order_2026_00209,posted,receipt_production_2026_00209,2026-06-14T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00210,wh_finished_north,,production,production_order_2026_00210,production_order_2026_00210,posted,receipt_production_2026_00210,2026-06-15T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00211,wh_finished_south,,production,production_order_2026_00211,production_order_2026_00211,posted,receipt_production_2026_00211,2026-07-19T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00212,wh_finished_north,,production,production_order_2026_00212,production_order_2026_00212,posted,receipt_production_2026_00212,2026-07-20T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00213,wh_finished_south,,production,production_order_2026_00213,production_order_2026_00213,posted,receipt_production_2026_00213,2026-08-20T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00214,wh_finished_north,,production,production_order_2026_00214,production_order_2026_00214,posted,receipt_production_2026_00214,2026-08-21T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00215,wh_finished_south,,production,production_order_2026_00215,production_order_2026_00215,posted,receipt_production_2026_00215,2026-09-05T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00216,wh_finished_north,,production,production_order_2026_00216,production_order_2026_00216,posted,receipt_production_2026_00216,2026-09-06T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00217,wh_finished_south,,production,production_order_2026_00217,production_order_2026_00217,posted,receipt_production_2026_00217,2026-01-06T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00218,wh_finished_north,,production,production_order_2026_00218,production_order_2026_00218,posted,receipt_production_2026_00218,2026-01-07T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00219,wh_finished_south,,production,production_order_2026_00219,production_order_2026_00219,posted,receipt_production_2026_00219,2026-02-11T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00220,wh_finished_north,,production,production_order_2026_00220,production_order_2026_00220,posted,receipt_production_2026_00220,2026-02-12T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00221,wh_finished_south,,production,production_order_2026_00221,production_order_2026_00221,posted,receipt_production_2026_00221,2026-03-12T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00222,wh_finished_north,,production,production_order_2026_00222,production_order_2026_00222,posted,receipt_production_2026_00222,2026-03-13T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00223,wh_finished_south,,production,production_order_2026_00223,production_order_2026_00223,posted,receipt_production_2026_00223,2026-04-17T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00224,wh_finished_north,,production,production_order_2026_00224,production_order_2026_00224,posted,receipt_production_2026_00224,2026-04-18T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00225,wh_finished_south,,production,production_order_2026_00225,production_order_2026_00225,posted,receipt_production_2026_00225,2026-05-18T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00226,wh_finished_north,,production,production_order_2026_00226,production_order_2026_00226,posted,receipt_production_2026_00226,2026-05-19T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00227,wh_finished_south,,production,production_order_2026_00227,production_order_2026_00227,posted,receipt_production_2026_00227,2026-06-23T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00228,wh_finished_north,,production,production_order_2026_00228,production_order_2026_00228,posted,receipt_production_2026_00228,2026-06-24T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00229,wh_finished_south,,production,production_order_2026_00229,production_order_2026_00229,posted,receipt_production_2026_00229,2026-07-04T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00230,wh_finished_north,,production,production_order_2026_00230,production_order_2026_00230,posted,receipt_production_2026_00230,2026-07-05T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00231,wh_finished_south,,production,production_order_2026_00231,production_order_2026_00231,posted,receipt_production_2026_00231,2026-08-09T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
receipt_production_2026_00232,wh_finished_north,,production,production_order_2026_00232,production_order_2026_00232,posted,receipt_production_2026_00232,2026-08-10T18:00:00+07:00,Bàn giao thành phẩm đạt từ Sản xuất sang Kho.
