source_document_type,source_document_code,source_document_line_number,movement_leg,movement_type,item_code,location_code,lot_code,quantity_delta,idempotency_key
issue,issue_2026_00415,2,single,issue,rm_0272,wh_cold_z02,lot_rm_0272_02,-27,issue_post_00415_2
issue,issue_2026_00419,1,single,issue,rm_0308,wh_cold_z04,,-28,issue_post_00419_1
issue,issue_2026_00419,2,single,issue,rm_0309,wh_cold_z05,,-31,issue_post_00419_2
transfer,transfer_2026_00003,1,source,transfer,rm_0044,wh_finished_south_z06,lot_rm_0044_02,-7,transfer_post_00003_source
transfer,transfer_2026_00003,1,destination,transfer,rm_0044,wh_finished_north_z03,lot_rm_0044_02,7,transfer_post_00003_destination
transfer,transfer_2026_00007,1,source,transfer,rm_0127,wh_raw_south_z03,,-11,transfer_post_00007_source
transfer,transfer_2026_00007,1,destination,transfer,rm_0127,wh_raw_north_z07,,11,transfer_post_00007_destination
transfer,transfer_2026_00011,1,source,transfer,rm_0201,wh_raw_south_z09,lot_rm_0201_01,-15,transfer_post_00011_source
transfer,transfer_2026_00011,1,destination,transfer,rm_0201,wh_packaging_z01,lot_rm_0201_01,15,transfer_post_00011_destination
transfer,transfer_2026_00015,1,source,transfer,rm_0284,wh_cold_z06,lot_rm_0284_02,-19,transfer_post_00015_source
transfer,transfer_2026_00015,1,destination,transfer,rm_0284,wh_finished_north_z05,lot_rm_0284_02,19,transfer_post_00015_destination
transfer,transfer_2026_00019,1,source,transfer,rm_0040,wh_raw_south_z08,lot_rm_0040_02,-23,transfer_post_00019_source
transfer,transfer_2026_00019,1,destination,transfer,rm_0040,wh_raw_north_z09,lot_rm_0040_02,23,transfer_post_00019_destination
transfer,transfer_2026_00023,1,source,transfer,rm_0123,wh_cold_z05,,-7,transfer_post_00023_source
transfer,transfer_2026_00023,1,destination,transfer,rm_0123,wh_packaging_z03,,7,transfer_post_00023_destination
transfer,transfer_2026_00027,1,source,transfer,rm_0197,wh_cold_z01,lot_rm_0197_01,-11,transfer_post_00027_source
transfer,transfer_2026_00027,1,destination,transfer,rm_0197,wh_finished_north_z07,lot_rm_0197_01,11,transfer_post_00027_destination
transfer,transfer_2026_00031,1,source,transfer,rm_0280,wh_finished_south_z08,lot_rm_0280_02,-15,transfer_post_00031_source
transfer,transfer_2026_00031,1,destination,transfer,rm_0280,wh_raw_north_z01,lot_rm_0280_02,15,transfer_post_00031_destination
transfer,transfer_2026_00035,1,source,transfer,rm_0037,wh_cold_z01,lot_rm_0037_01,-19,transfer_post_00035_source
transfer,transfer_2026_00035,1,destination,transfer,rm_0037,wh_packaging_z05,lot_rm_0037_01,19,transfer_post_00035_destination
transfer,transfer_2026_00039,1,source,transfer,rm_0120,wh_finished_south_z08,,-23,transfer_post_00039_source
transfer,transfer_2026_00039,1,destination,transfer,rm_0120,wh_finished_north_z09,,23,transfer_post_00039_destination
transfer,transfer_2026_00043,1,source,transfer,rm_0203,wh_raw_south_z05,lot_rm_0203_01,-7,transfer_post_00043_source
transfer,transfer_2026_00043,1,destination,transfer,rm_0203,wh_raw_north_z03,lot_rm_0203_01,7,transfer_post_00043_destination
transfer,transfer_2026_00047,1,source,transfer,rm_0277,wh_raw_south_z01,lot_rm_0277_01,-11,transfer_post_00047_source
transfer,transfer_2026_00047,1,destination,transfer,rm_0277,wh_packaging_z07,lot_rm_0277_01,11,transfer_post_00047_destination
transfer,transfer_2026_00051,1,source,transfer,rm_0044,wh_raw_south_z06,lot_rm_0044_02,-15,transfer_post_00051_source
transfer,transfer_2026_00051,1,destination,transfer,rm_0044,wh_finished_north_z01,lot_rm_0044_02,15,transfer_post_00051_destination
transfer,transfer_2026_00055,1,source,transfer,rm_0127,wh_cold_z03,,-19,transfer_post_00055_source
transfer,transfer_2026_00055,1,destination,transfer,rm_0127,wh_raw_north_z05,,19,transfer_post_00055_destination
transfer,transfer_2026_00059,1,source,transfer,rm_0201,wh_cold_z09,lot_rm_0201_01,-23,transfer_post_00059_source
transfer,transfer_2026_00059,1,destination,transfer,rm_0201,wh_packaging_z09,lot_rm_0201_01,23,transfer_post_00059_destination
transfer,transfer_2026_00063,1,source,transfer,rm_0284,wh_finished_south_z06,lot_rm_0284_02,-7,transfer_post_00063_source
transfer,transfer_2026_00063,1,destination,transfer,rm_0284,wh_finished_north_z03,lot_rm_0284_02,7,transfer_post_00063_destination
transfer,transfer_2026_00067,1,source,transfer,rm_0044,wh_finished_south_z06,lot_rm_0044_02,-11,transfer_post_00067_source
transfer,transfer_2026_00067,1,destination,transfer,rm_0044,wh_raw_north_z07,lot_rm_0044_02,11,transfer_post_00067_destination
transfer,transfer_2026_00071,1,source,transfer,rm_0127,wh_raw_south_z03,,-15,transfer_post_00071_source
transfer,transfer_2026_00071,1,destination,transfer,rm_0127,wh_packaging_z01,,15,transfer_post_00071_destination
transfer,transfer_2026_00075,1,source,transfer,rm_0201,wh_raw_south_z09,lot_rm_0201_01,-19,transfer_post_00075_source
transfer,transfer_2026_00075,1,destination,transfer,rm_0201,wh_finished_north_z05,lot_rm_0201_01,19,transfer_post_00075_destination
transfer,transfer_2026_00079,1,source,transfer,rm_0284,wh_cold_z06,lot_rm_0284_02,-23,transfer_post_00079_source
transfer,transfer_2026_00079,1,destination,transfer,rm_0284,wh_raw_north_z09,lot_rm_0284_02,23,transfer_post_00079_destination
transfer,transfer_2026_00083,1,source,transfer,rm_0040,wh_raw_south_z08,lot_rm_0040_02,-7,transfer_post_00083_source
transfer,transfer_2026_00083,1,destination,transfer,rm_0040,wh_packaging_z03,lot_rm_0040_02,7,transfer_post_00083_destination
transfer,transfer_2026_00087,1,source,transfer,rm_0123,wh_cold_z05,,-11,transfer_post_00087_source
transfer,transfer_2026_00087,1,destination,transfer,rm_0123,wh_finished_north_z07,,11,transfer_post_00087_destination
transfer,transfer_2026_00091,1,source,transfer,rm_0197,wh_cold_z01,lot_rm_0197_01,-15,transfer_post_00091_source
transfer,transfer_2026_00091,1,destination,transfer,rm_0197,wh_raw_north_z01,lot_rm_0197_01,15,transfer_post_00091_destination
transfer,transfer_2026_00095,1,source,transfer,rm_0280,wh_finished_south_z08,lot_rm_0280_02,-19,transfer_post_00095_source
transfer,transfer_2026_00095,1,destination,transfer,rm_0280,wh_packaging_z05,lot_rm_0280_02,19,transfer_post_00095_destination
transfer,transfer_2026_00099,1,source,transfer,rm_0037,wh_cold_z01,lot_rm_0037_01,-23,transfer_post_00099_source
transfer,transfer_2026_00099,1,destination,transfer,rm_0037,wh_finished_north_z09,lot_rm_0037_01,23,transfer_post_00099_destination
transfer,transfer_2026_00103,1,source,transfer,rm_0120,wh_finished_south_z08,,-7,transfer_post_00103_source
transfer,transfer_2026_00103,1,destination,transfer,rm_0120,wh_raw_north_z03,,7,transfer_post_00103_destination
transfer,transfer_2026_00107,1,source,transfer,rm_0203,wh_raw_south_z05,lot_rm_0203_01,-11,transfer_post_00107_source
transfer,transfer_2026_00107,1,destination,transfer,rm_0203,wh_packaging_z07,lot_rm_0203_01,11,transfer_post_00107_destination
transfer,transfer_2026_00111,1,source,transfer,rm_0277,wh_raw_south_z01,lot_rm_0277_01,-15,transfer_post_00111_source
transfer,transfer_2026_00111,1,destination,transfer,rm_0277,wh_finished_north_z01,lot_rm_0277_01,15,transfer_post_00111_destination
transfer,transfer_2026_00115,1,source,transfer,rm_0044,wh_raw_south_z06,lot_rm_0044_02,-19,transfer_post_00115_source
transfer,transfer_2026_00115,1,destination,transfer,rm_0044,wh_raw_north_z05,lot_rm_0044_02,19,transfer_post_00115_destination
transfer,transfer_2026_00119,1,source,transfer,rm_0127,wh_cold_z03,,-23,transfer_post_00119_source
transfer,transfer_2026_00119,1,destination,transfer,rm_0127,wh_packaging_z09,,23,transfer_post_00119_destination
transfer,transfer_2026_00123,1,source,transfer,rm_0201,wh_cold_z09,lot_rm_0201_01,-7,transfer_post_00123_source
transfer,transfer_2026_00123,1,destination,transfer,rm_0201,wh_finished_north_z03,lot_rm_0201_01,7,transfer_post_00123_destination
transfer,transfer_2026_00127,1,source,transfer,rm_0284,wh_finished_south_z06,lot_rm_0284_02,-11,transfer_post_00127_source
transfer,transfer_2026_00127,1,destination,transfer,rm_0284,wh_raw_north_z07,lot_rm_0284_02,11,transfer_post_00127_destination
transfer,transfer_2026_00131,1,source,transfer,rm_0044,wh_finished_south_z06,lot_rm_0044_02,-15,transfer_post_00131_source
transfer,transfer_2026_00131,1,destination,transfer,rm_0044,wh_packaging_z01,lot_rm_0044_02,15,transfer_post_00131_destination
transfer,transfer_2026_00135,1,source,transfer,rm_0127,wh_raw_south_z03,,-19,transfer_post_00135_source
transfer,transfer_2026_00135,1,destination,transfer,rm_0127,wh_finished_north_z05,,19,transfer_post_00135_destination
transfer,transfer_2026_00139,1,source,transfer,rm_0201,wh_raw_south_z09,lot_rm_0201_01,-23,transfer_post_00139_source
transfer,transfer_2026_00139,1,destination,transfer,rm_0201,wh_raw_north_z09,lot_rm_0201_01,23,transfer_post_00139_destination
transfer,transfer_2026_00143,1,source,transfer,rm_0284,wh_cold_z06,lot_rm_0284_02,-7,transfer_post_00143_source
transfer,transfer_2026_00143,1,destination,transfer,rm_0284,wh_packaging_z03,lot_rm_0284_02,7,transfer_post_00143_destination
transfer,transfer_2026_00147,1,source,transfer,rm_0040,wh_raw_south_z08,lot_rm_0040_02,-11,transfer_post_00147_source
transfer,transfer_2026_00147,1,destination,transfer,rm_0040,wh_finished_north_z07,lot_rm_0040_02,11,transfer_post_00147_destination
transfer,transfer_2026_00151,1,source,transfer,rm_0123,wh_cold_z05,,-15,transfer_post_00151_source
transfer,transfer_2026_00151,1,destination,transfer,rm_0123,wh_raw_north_z01,,15,transfer_post_00151_destination
transfer,transfer_2026_00155,1,source,transfer,rm_0197,wh_cold_z01,lot_rm_0197_01,-19,transfer_post_00155_source
transfer,transfer_2026_00155,1,destination,transfer,rm_0197,wh_packaging_z05,lot_rm_0197_01,19,transfer_post_00155_destination
transfer,transfer_2026_00159,1,source,transfer,rm_0280,wh_finished_south_z08,lot_rm_0280_02,-23,transfer_post_00159_source
transfer,transfer_2026_00159,1,destination,transfer,rm_0280,wh_finished_north_z09,lot_rm_0280_02,23,transfer_post_00159_destination
transfer,transfer_2026_00163,1,source,transfer,rm_0037,wh_cold_z01,lot_rm_0037_01,-7,transfer_post_00163_source
transfer,transfer_2026_00163,1,destination,transfer,rm_0037,wh_raw_north_z03,lot_rm_0037_01,7,transfer_post_00163_destination
transfer,transfer_2026_00167,1,source,transfer,rm_0120,wh_finished_south_z08,,-11,transfer_post_00167_source
transfer,transfer_2026_00167,1,destination,transfer,rm_0120,wh_packaging_z07,,11,transfer_post_00167_destination
transfer,transfer_2026_00171,1,source,transfer,rm_0203,wh_raw_south_z05,lot_rm_0203_01,-15,transfer_post_00171_source
transfer,transfer_2026_00171,1,destination,transfer,rm_0203,wh_finished_north_z01,lot_rm_0203_01,15,transfer_post_00171_destination
transfer,transfer_2026_00175,1,source,transfer,rm_0277,wh_raw_south_z01,lot_rm_0277_01,-19,transfer_post_00175_source
transfer,transfer_2026_00175,1,destination,transfer,rm_0277,wh_raw_north_z05,lot_rm_0277_01,19,transfer_post_00175_destination
transfer,transfer_2026_00179,1,source,transfer,rm_0044,wh_raw_south_z06,lot_rm_0044_02,-23,transfer_post_00179_source
transfer,transfer_2026_00179,1,destination,transfer,rm_0044,wh_packaging_z09,lot_rm_0044_02,23,transfer_post_00179_destination
transfer,transfer_2026_00183,1,source,transfer,rm_0127,wh_cold_z03,,-7,transfer_post_00183_source
transfer,transfer_2026_00183,1,destination,transfer,rm_0127,wh_finished_north_z03,,7,transfer_post_00183_destination
transfer,transfer_2026_00187,1,source,transfer,rm_0201,wh_cold_z09,lot_rm_0201_01,-11,transfer_post_00187_source
transfer,transfer_2026_00187,1,destination,transfer,rm_0201,wh_raw_north_z07,lot_rm_0201_01,11,transfer_post_00187_destination
transfer,transfer_2026_00191,1,source,transfer,rm_0284,wh_finished_south_z06,lot_rm_0284_02,-15,transfer_post_00191_source
transfer,transfer_2026_00191,1,destination,transfer,rm_0284,wh_packaging_z01,lot_rm_0284_02,15,transfer_post_00191_destination
transfer,transfer_2026_00195,1,source,transfer,rm_0044,wh_finished_south_z06,lot_rm_0044_02,-19,transfer_post_00195_source
transfer,transfer_2026_00195,1,destination,transfer,rm_0044,wh_finished_north_z05,lot_rm_0044_02,19,transfer_post_00195_destination
transfer,transfer_2026_00199,1,source,transfer,rm_0127,wh_raw_south_z03,,-23,transfer_post_00199_source
transfer,transfer_2026_00199,1,destination,transfer,rm_0127,wh_raw_north_z09,,23,transfer_post_00199_destination
transfer,transfer_2026_00203,1,source,transfer,rm_0201,wh_raw_south_z09,lot_rm_0201_01,-7,transfer_post_00203_source
transfer,transfer_2026_00203,1,destination,transfer,rm_0201,wh_packaging_z03,lot_rm_0201_01,7,transfer_post_00203_destination
transfer,transfer_2026_00207,1,source,transfer,rm_0284,wh_cold_z06,lot_rm_0284_02,-11,transfer_post_00207_source
transfer,transfer_2026_00207,1,destination,transfer,rm_0284,wh_finished_north_z07,lot_rm_0284_02,11,transfer_post_00207_destination
transfer,transfer_2026_00211,1,source,transfer,rm_0040,wh_raw_south_z08,lot_rm_0040_02,-15,transfer_post_00211_source
transfer,transfer_2026_00211,1,destination,transfer,rm_0040,wh_raw_north_z01,lot_rm_0040_02,15,transfer_post_00211_destination
transfer,transfer_2026_00215,1,source,transfer,rm_0123,wh_cold_z05,,-19,transfer_post_00215_source
transfer,transfer_2026_00215,1,destination,transfer,rm_0123,wh_packaging_z05,,19,transfer_post_00215_destination
transfer,transfer_2026_00219,1,source,transfer,rm_0197,wh_cold_z01,lot_rm_0197_01,-23,transfer_post_00219_source
transfer,transfer_2026_00219,1,destination,transfer,rm_0197,wh_finished_north_z09,lot_rm_0197_01,23,transfer_post_00219_destination
transfer,transfer_2026_00223,1,source,transfer,rm_0280,wh_finished_south_z08,lot_rm_0280_02,-7,transfer_post_00223_source
transfer,transfer_2026_00223,1,destination,transfer,rm_0280,wh_raw_north_z03,lot_rm_0280_02,7,transfer_post_00223_destination
transfer,transfer_2026_00227,1,source,transfer,rm_0037,wh_cold_z01,lot_rm_0037_01,-11,transfer_post_00227_source
transfer,transfer_2026_00227,1,destination,transfer,rm_0037,wh_packaging_z07,lot_rm_0037_01,11,transfer_post_00227_destination
transfer,transfer_2026_00231,1,source,transfer,rm_0120,wh_finished_south_z08,,-15,transfer_post_00231_source
transfer,transfer_2026_00231,1,destination,transfer,rm_0120,wh_finished_north_z01,,15,transfer_post_00231_destination
transfer,transfer_2026_00235,1,source,transfer,rm_0203,wh_raw_south_z05,lot_rm_0203_01,-19,transfer_post_00235_source
transfer,transfer_2026_00235,1,destination,transfer,rm_0203,wh_raw_north_z05,lot_rm_0203_01,19,transfer_post_00235_destination
transfer,transfer_2026_00239,1,source,transfer,rm_0277,wh_raw_south_z01,lot_rm_0277_01,-23,transfer_post_00239_source
transfer,transfer_2026_00239,1,destination,transfer,rm_0277,wh_packaging_z09,lot_rm_0277_01,23,transfer_post_00239_destination
transfer,transfer_2026_00243,1,source,transfer,rm_0044,wh_raw_south_z06,lot_rm_0044_02,-7,transfer_post_00243_source
transfer,transfer_2026_00243,1,destination,transfer,rm_0044,wh_finished_north_z03,lot_rm_0044_02,7,transfer_post_00243_destination
transfer,transfer_2026_00247,1,source,transfer,rm_0127,wh_cold_z03,,-11,transfer_post_00247_source
transfer,transfer_2026_00247,1,destination,transfer,rm_0127,wh_raw_north_z07,,11,transfer_post_00247_destination
receipt,receipt_production_2026_00001,1,single,receipt,fg_0001,wh_finished_south_z01,production_lot_2026_00001,1800,receipt_production_post_00001
receipt,receipt_production_2026_00002,1,single,receipt,fg_0002,wh_finished_north_z02,production_lot_2026_00002,1901,receipt_production_post_00002
receipt,receipt_production_2026_00003,1,single,receipt,fg_0003,wh_finished_south_z03,production_lot_2026_00003,2002,receipt_production_post_00003
receipt,receipt_production_2026_00004,1,single,receipt,fg_0004,wh_finished_north_z04,production_lot_2026_00004,2103,receipt_production_post_00004
receipt,receipt_production_2026_00005,1,single,receipt,fg_0005,wh_finished_south_z05,production_lot_2026_00005,2204,receipt_production_post_00005
receipt,receipt_production_2026_00006,1,single,receipt,fg_0006,wh_finished_north_z06,production_lot_2026_00006,2305,receipt_production_post_00006
receipt,receipt_production_2026_00007,1,single,receipt,fg_0007,wh_finished_south_z07,production_lot_2026_00007,2406,receipt_production_post_00007
receipt,receipt_production_2026_00008,1,single,receipt,fg_0008,wh_finished_north_z08,production_lot_2026_00008,2507,receipt_production_post_00008
receipt,receipt_production_2026_00009,1,single,receipt,fg_0009,wh_finished_south_z09,production_lot_2026_00009,2608,receipt_production_post_00009
receipt,receipt_production_2026_00010,1,single,receipt,fg_0010,wh_finished_north_z10,production_lot_2026_00010,2709,receipt_production_post_00010
receipt,receipt_production_2026_00011,1,single,receipt,fg_0011,wh_finished_south_z01,production_lot_2026_00011,2810,receipt_production_post_00011
receipt,receipt_production_2026_00012,1,single,receipt,fg_0012,wh_finished_north_z02,production_lot_2026_00012,2911,receipt_production_post_00012
receipt,receipt_production_2026_00013,1,single,receipt,fg_0013,wh_finished_south_z03,production_lot_2026_00013,3012,receipt_production_post_00013
receipt,receipt_production_2026_00014,1,single,receipt,fg_0014,wh_finished_north_z04,production_lot_2026_00014,3113,receipt_production_post_00014
receipt,receipt_production_2026_00015,1,single,receipt,fg_0015,wh_finished_south_z05,production_lot_2026_00015,3214,receipt_production_post_00015
receipt,receipt_production_2026_00016,1,single,receipt,fg_0016,wh_finished_north_z06,production_lot_2026_00016,3315,receipt_production_post_00016
receipt,receipt_production_2026_00017,1,single,receipt,fg_0017,wh_finished_south_z07,production_lot_2026_00017,3416,receipt_production_post_00017
receipt,receipt_production_2026_00018,1,single,receipt,fg_0018,wh_finished_north_z08,production_lot_2026_00018,3517,receipt_production_post_00018
receipt,receipt_production_2026_00019,1,single,receipt,fg_0019,wh_finished_south_z09,production_lot_2026_00019,3618,receipt_production_post_00019
receipt,receipt_production_2026_00020,1,single,receipt,fg_0020,wh_finished_north_z10,production_lot_2026_00020,3719,receipt_production_post_00020
receipt,receipt_production_2026_00021,1,single,receipt,fg_0021,wh_finished_south_z01,production_lot_2026_00021,3820,receipt_production_post_00021
receipt,receipt_production_2026_00022,1,single,receipt,fg_0022,wh_finished_north_z02,production_lot_2026_00022,3921,receipt_production_post_00022
receipt,receipt_production_2026_00023,1,single,receipt,fg_0023,wh_finished_south_z03,production_lot_2026_00023,4022,receipt_production_post_00023
receipt,receipt_production_2026_00024,1,single,receipt,fg_0024,wh_finished_north_z04,production_lot_2026_00024,4123,receipt_production_post_00024
receipt,receipt_production_2026_00025,1,single,receipt,fg_0025,wh_finished_south_z05,production_lot_2026_00025,4224,receipt_production_post_00025
receipt,receipt_production_2026_00026,1,single,receipt,fg_0026,wh_finished_north_z06,production_lot_2026_00026,4325,receipt_production_post_00026
receipt,receipt_production_2026_00027,1,single,receipt,fg_0027,wh_finished_south_z07,production_lot_2026_00027,4426,receipt_production_post_00027
receipt,receipt_production_2026_00028,1,single,receipt,fg_0028,wh_finished_north_z08,production_lot_2026_00028,4527,receipt_production_post_00028
receipt,receipt_production_2026_00029,1,single,receipt,fg_0029,wh_finished_south_z09,production_lot_2026_00029,4628,receipt_production_post_00029
receipt,receipt_production_2026_00030,1,single,receipt,fg_0030,wh_finished_north_z10,production_lot_2026_00030,4729,receipt_production_post_00030
receipt,receipt_production_2026_00031,1,single,receipt,fg_0031,wh_finished_south_z01,production_lot_2026_00031,4830,receipt_production_post_00031
receipt,receipt_production_2026_00032,1,single,receipt,fg_0032,wh_finished_north_z02,production_lot_2026_00032,4931,receipt_production_post_00032
receipt,receipt_production_2026_00033,1,single,receipt,fg_0033,wh_finished_south_z03,production_lot_2026_00033,5032,receipt_production_post_00033
receipt,receipt_production_2026_00034,1,single,receipt,fg_0034,wh_finished_north_z04,production_lot_2026_00034,5133,receipt_production_post_00034
receipt,receipt_production_2026_00035,1,single,receipt,fg_0035,wh_finished_south_z05,production_lot_2026_00035,5234,receipt_production_post_00035
receipt,receipt_production_2026_00036,1,single,receipt,fg_0036,wh_finished_north_z06,production_lot_2026_00036,5335,receipt_production_post_00036
receipt,receipt_production_2026_00037,1,single,receipt,fg_0037,wh_finished_south_z07,production_lot_2026_00037,5436,receipt_production_post_00037
receipt,receipt_production_2026_00038,1,single,receipt,fg_0038,wh_finished_north_z08,production_lot_2026_00038,5537,receipt_production_post_00038
receipt,receipt_production_2026_00039,1,single,receipt,fg_0039,wh_finished_south_z09,production_lot_2026_00039,5638,receipt_production_post_00039
receipt,receipt_production_2026_00040,1,single,receipt,fg_0040,wh_finished_north_z10,production_lot_2026_00040,5739,receipt_production_post_00040
receipt,receipt_production_2026_00041,1,single,receipt,fg_0041,wh_finished_south_z01,production_lot_2026_00041,5840,receipt_production_post_00041
receipt,receipt_production_2026_00042,1,single,receipt,fg_0042,wh_finished_north_z02,production_lot_2026_00042,5941,receipt_production_post_00042
receipt,receipt_production_2026_00043,1,single,receipt,fg_0043,wh_finished_south_z03,production_lot_2026_00043,6042,receipt_production_post_00043
receipt,receipt_production_2026_00044,1,single,receipt,fg_0044,wh_finished_north_z04,production_lot_2026_00044,6143,receipt_production_post_00044
receipt,receipt_production_2026_00045,1,single,receipt,fg_0045,wh_finished_south_z05,production_lot_2026_00045,6244,receipt_production_post_00045
receipt,receipt_production_2026_00046,1,single,receipt,fg_0046,wh_finished_north_z06,production_lot_2026_00046,6345,receipt_production_post_00046
receipt,receipt_production_2026_00047,1,single,receipt,fg_0047,wh_finished_south_z07,production_lot_2026_00047,6446,receipt_production_post_00047
receipt,receipt_production_2026_00048,1,single,receipt,fg_0048,wh_finished_north_z08,production_lot_2026_00048,6547,receipt_production_post_00048
receipt,receipt_production_2026_00049,1,single,receipt,fg_0049,wh_finished_south_z09,production_lot_2026_00049,6648,receipt_production_post_00049
receipt,receipt_production_2026_00050,1,single,receipt,fg_0050,wh_finished_north_z10,production_lot_2026_00050,6749,receipt_production_post_00050
receipt,receipt_production_2026_00051,1,single,receipt,fg_0051,wh_finished_south_z01,production_lot_2026_00051,6850,receipt_production_post_00051
receipt,receipt_production_2026_00052,1,single,receipt,fg_0052,wh_finished_north_z02,production_lot_2026_00052,6951,receipt_production_post_00052
receipt,receipt_production_2026_00053,1,single,receipt,fg_0053,wh_finished_south_z03,production_lot_2026_00053,7052,receipt_production_post_00053
receipt,receipt_production_2026_00054,1,single,receipt,fg_0054,wh_finished_north_z04,production_lot_2026_00054,7153,receipt_production_post_00054
receipt,receipt_production_2026_00055,1,single,receipt,fg_0055,wh_finished_south_z05,production_lot_2026_00055,7254,receipt_production_post_00055
receipt,receipt_production_2026_00056,1,single,receipt,fg_0056,wh_finished_north_z06,production_lot_2026_00056,7355,receipt_production_post_00056
receipt,receipt_production_2026_00057,1,single,receipt,fg_0057,wh_finished_south_z07,production_lot_2026_00057,7456,receipt_production_post_00057
receipt,receipt_production_2026_00058,1,single,receipt,fg_0058,wh_finished_north_z08,production_lot_2026_00058,7557,receipt_production_post_00058
receipt,receipt_production_2026_00059,1,single,receipt,fg_0059,wh_finished_south_z09,production_lot_2026_00059,7658,receipt_production_post_00059
receipt,receipt_production_2026_00060,1,single,receipt,fg_0060,wh_finished_north_z10,production_lot_2026_00060,2075,receipt_production_post_00060
receipt,receipt_production_2026_00061,1,single,receipt,fg_0061,wh_finished_south_z01,production_lot_2026_00061,2211,receipt_production_post_00061
receipt,receipt_production_2026_00062,1,single,receipt,fg_0062,wh_finished_north_z02,production_lot_2026_00062,2347,receipt_production_post_00062
receipt,receipt_production_2026_00063,1,single,receipt,fg_0063,wh_finished_south_z03,production_lot_2026_00063,2483,receipt_production_post_00063
receipt,receipt_production_2026_00064,1,single,receipt,fg_0064,wh_finished_north_z04,production_lot_2026_00064,2619,receipt_production_post_00064
receipt,receipt_production_2026_00065,1,single,receipt,fg_0065,wh_finished_south_z05,production_lot_2026_00065,2755,receipt_production_post_00065
receipt,receipt_production_2026_00066,1,single,receipt,fg_0066,wh_finished_north_z06,production_lot_2026_00066,2891,receipt_production_post_00066
receipt,receipt_production_2026_00067,1,single,receipt,fg_0067,wh_finished_south_z07,production_lot_2026_00067,3027,receipt_production_post_00067
receipt,receipt_production_2026_00068,1,single,receipt,fg_0068,wh_finished_north_z08,production_lot_2026_00068,3163,receipt_production_post_00068
receipt,receipt_production_2026_00069,1,single,receipt,fg_0069,wh_finished_south_z09,production_lot_2026_00069,3316,receipt_production_post_00069
receipt,receipt_production_2026_00070,1,single,receipt,fg_0070,wh_finished_north_z10,production_lot_2026_00070,3452,receipt_production_post_00070
receipt,receipt_production_2026_00071,1,single,receipt,fg_0071,wh_finished_south_z01,production_lot_2026_00071,1870,receipt_production_post_00071
receipt,receipt_production_2026_00072,1,single,receipt,fg_0072,wh_finished_north_z02,production_lot_2026_00072,1971,receipt_production_post_00072
receipt,receipt_production_2026_00073,1,single,receipt,fg_0073,wh_finished_south_z03,production_lot_2026_00073,2072,receipt_production_post_00073
receipt,receipt_production_2026_00074,1,single,receipt,fg_0074,wh_finished_north_z04,production_lot_2026_00074,2173,receipt_production_post_00074
receipt,receipt_production_2026_00075,1,single,receipt,fg_0075,wh_finished_south_z05,production_lot_2026_00075,2274,receipt_production_post_00075
receipt,receipt_production_2026_00076,1,single,receipt,fg_0076,wh_finished_north_z06,production_lot_2026_00076,2375,receipt_production_post_00076
receipt,receipt_production_2026_00077,1,single,receipt,fg_0077,wh_finished_south_z07,production_lot_2026_00077,2476,receipt_production_post_00077
receipt,receipt_production_2026_00078,1,single,receipt,fg_0078,wh_finished_north_z08,production_lot_2026_00078,2577,receipt_production_post_00078
receipt,receipt_production_2026_00079,1,single,receipt,fg_0079,wh_finished_south_z09,production_lot_2026_00079,2678,receipt_production_post_00079
receipt,receipt_production_2026_00080,1,single,receipt,fg_0080,wh_finished_north_z10,production_lot_2026_00080,2779,receipt_production_post_00080
receipt,receipt_production_2026_00081,1,single,receipt,fg_0081,wh_finished_south_z01,production_lot_2026_00081,2880,receipt_production_post_00081
receipt,receipt_production_2026_00082,1,single,receipt,fg_0082,wh_finished_north_z02,production_lot_2026_00082,2981,receipt_production_post_00082
receipt,receipt_production_2026_00083,1,single,receipt,fg_0083,wh_finished_south_z03,production_lot_2026_00083,3082,receipt_production_post_00083
receipt,receipt_production_2026_00084,1,single,receipt,fg_0084,wh_finished_north_z04,production_lot_2026_00084,3183,receipt_production_post_00084
receipt,receipt_production_2026_00085,1,single,receipt,fg_0085,wh_finished_south_z05,production_lot_2026_00085,3284,receipt_production_post_00085
receipt,receipt_production_2026_00086,1,single,receipt,fg_0086,wh_finished_north_z06,production_lot_2026_00086,3385,receipt_production_post_00086
receipt,receipt_production_2026_00087,1,single,receipt,fg_0087,wh_finished_south_z07,production_lot_2026_00087,3486,receipt_production_post_00087
receipt,receipt_production_2026_00088,1,single,receipt,fg_0088,wh_finished_north_z08,production_lot_2026_00088,3587,receipt_production_post_00088
receipt,receipt_production_2026_00089,1,single,receipt,fg_0089,wh_finished_south_z09,production_lot_2026_00089,3688,receipt_production_post_00089
receipt,receipt_production_2026_00090,1,single,receipt,fg_0090,wh_finished_north_z10,production_lot_2026_00090,3789,receipt_production_post_00090
receipt,receipt_production_2026_00091,1,single,receipt,fg_0091,wh_finished_south_z01,production_lot_2026_00091,3890,receipt_production_post_00091
receipt,receipt_production_2026_00092,1,single,receipt,fg_0092,wh_finished_north_z02,production_lot_2026_00092,3991,receipt_production_post_00092
receipt,receipt_production_2026_00093,1,single,receipt,fg_0093,wh_finished_south_z03,production_lot_2026_00093,4092,receipt_production_post_00093
